Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,LinTS
0,0.7726005195033387,0.0,0.0
1,0.7726005195033387,0.0,0.0
2,1.625465651719033,0.0,0.0
3,2.3980661712223714,0.0,0.8528651322156943
4,3.17066669072571,0.0,0.8528651322156943
5,4.023531822941404,0.0,0.8528651322156943
6,4.876396955157098,0.8528651322156942,0.8528651322156943
7,4.876396955157098,0.8528651322156942,0.8528651322156943
8,4.876396955157098,0.8528651322156942,0.8528651322156943
9,4.876396955157098,0.8528651322156942,0.8528651322156943
10,4.876396955157098,0.8528651322156942,0.8528651322156943
11,4.876396955157098,0.8528651322156942,0.8528651322156943
12,4.876396955157098,0.8528651322156942,0.8528651322156943
13,4.876396955157098,0.8528651322156942,0.8528651322156943
14,4.876396955157098,0.8528651322156942,0.8528651322156943
15,4.876396955157098,0.8528651322156942,0.8528651322156943
16,4.876396955157098,0.8528651322156942,0.8528651322156943
17,5.648997474660437,0.8528651322156942,0.8528651322156943
18,5.648997474660437,0.8528651322156942,0.8528651322156943
19,5.648997474660437,0.8528651322156942,0.8528651322156943
20,6.501862606876131,0.8528651322156942,0.8528651322156943
21,6.501862606876131,0.8528651322156942,0.8528651322156943
22,6.501862606876131,0.8528651322156942,0.8528651322156943
23,6.501862606876131,0.8528651322156942,0.8528651322156943
24,6.501862606876131,0.8528651322156942,0.8528651322156943
25,6.501862606876131,0.8528651322156942,0.8528651322156943
26,7.354727739091825,0.8528651322156942,0.8528651322156943
27,7.354727739091825,0.8528651322156942,0.8528651322156943
28,7.354727739091825,0.8528651322156942,0.8528651322156943
29,7.354727739091825,0.8528651322156942,0.8528651322156943
30,8.127328258595163,0.8528651322156942,0.8528651322156943
31,8.127328258595163,0.8528651322156942,0.8528651322156943
32,8.127328258595163,0.8528651322156942,0.8528651322156943
33,8.127328258595163,0.8528651322156942,0.8528651322156943
34,8.127328258595163,0.8528651322156942,0.8528651322156943
35,8.127328258595163,0.8528651322156942,0.8528651322156943
36,8.127328258595163,0.8528651322156942,0.8528651322156943
37,8.127328258595163,0.8528651322156942,0.8528651322156943
38,8.127328258595163,0.8528651322156942,0.8528651322156943
39,8.127328258595163,0.8528651322156942,0.8528651322156943
40,8.127328258595163,0.8528651322156942,0.8528651322156943
41,8.127328258595163,0.8528651322156942,0.8528651322156943
42,8.127328258595163,0.8528651322156942,0.8528651322156943
43,8.127328258595163,0.8528651322156942,0.8528651322156943
44,8.980193390810857,0.8528651322156942,0.8528651322156943
45,8.980193390810857,0.8528651322156942,0.8528651322156943
46,9.833058523026551,0.8528651322156942,0.8528651322156943
47,9.833058523026551,0.8528651322156942,0.8528651322156943
48,10.685923655242245,0.8528651322156942,0.8528651322156943
49,10.685923655242245,0.8528651322156942,0.8528651322156943
50,10.685923655242245,0.8528651322156942,0.8528651322156943
51,10.685923655242245,0.8528651322156942,0.8528651322156943
52,11.458524174745584,0.8528651322156942,0.8528651322156943
53,11.458524174745584,0.8528651322156942,0.8528651322156943
54,11.458524174745584,0.8528651322156942,0.8528651322156943
55,12.311389306961278,0.8528651322156942,0.8528651322156943
56,13.083989826464617,0.8528651322156942,0.8528651322156943
57,13.083989826464617,0.8528651322156942,0.8528651322156943
58,13.083989826464617,0.8528651322156942,0.8528651322156943
59,13.083989826464617,0.8528651322156942,0.8528651322156943
60,13.083989826464617,0.8528651322156942,0.8528651322156943
61,13.083989826464617,0.8528651322156942,0.8528651322156943
62,13.083989826464617,0.8528651322156942,0.8528651322156943
63,13.083989826464617,0.8528651322156942,0.8528651322156943
64,13.93685495868031,0.8528651322156942,0.8528651322156943
65,13.93685495868031,0.8528651322156942,0.8528651322156943
66,13.93685495868031,0.8528651322156942,0.8528651322156943
67,13.93685495868031,0.8528651322156942,0.8528651322156943
68,13.93685495868031,0.8528651322156942,0.8528651322156943
69,13.93685495868031,0.8528651322156942,0.8528651322156943
70,13.93685495868031,0.8528651322156942,0.8528651322156943
71,13.93685495868031,0.8528651322156942,0.8528651322156943
72,14.789720090896004,0.8528651322156942,0.8528651322156943
73,14.789720090896004,0.8528651322156942,0.8528651322156943
74,14.789720090896004,0.8528651322156942,0.8528651322156943
75,14.789720090896004,0.8528651322156942,0.8528651322156943
76,14.789720090896004,0.8528651322156942,0.8528651322156943
77,14.789720090896004,0.8528651322156942,0.8528651322156943
78,14.789720090896004,0.8528651322156942,0.8528651322156943
79,14.789720090896004,0.8528651322156942,0.8528651322156943
80,14.789720090896004,0.8528651322156942,0.8528651322156943
81,14.789720090896004,0.8528651322156942,0.8528651322156943
82,14.789720090896004,0.8528651322156942,0.8528651322156943
83,14.789720090896004,0.8528651322156942,0.8528651322156943
84,14.789720090896004,0.8528651322156942,0.8528651322156943
85,14.789720090896004,0.8528651322156942,0.8528651322156943
86,14.789720090896004,0.8528651322156942,0.8528651322156943
87,15.562320610399343,0.8528651322156942,0.8528651322156943
88,15.562320610399343,0.8528651322156942,0.8528651322156943
89,15.562320610399343,0.8528651322156942,0.8528651322156943
90,15.562320610399343,0.8528651322156942,0.8528651322156943
91,16.334921129902682,0.8528651322156942,0.8528651322156943
92,16.334921129902682,0.8528651322156942,0.8528651322156943
93,16.334921129902682,0.8528651322156942,0.8528651322156943
94,16.334921129902682,0.8528651322156942,0.8528651322156943
95,16.334921129902682,0.8528651322156942,0.8528651322156943
96,16.334921129902682,0.8528651322156942,0.8528651322156943
97,16.334921129902682,0.8528651322156942,0.8528651322156943
98,16.334921129902682,0.8528651322156942,0.8528651322156943
99,16.334921129902682,0.8528651322156942,0.8528651322156943
100,16.334921129902682,0.8528651322156942,0.8528651322156943
101,17.187786262118376,0.8528651322156942,0.8528651322156943
102,17.187786262118376,0.8528651322156942,0.8528651322156943
103,17.187786262118376,0.8528651322156942,0.8528651322156943
104,17.187786262118376,0.8528651322156942,0.8528651322156943
105,17.187786262118376,0.8528651322156942,0.8528651322156943
106,17.187786262118376,0.8528651322156942,0.8528651322156943
107,17.187786262118376,0.8528651322156942,0.8528651322156943
108,17.187786262118376,0.8528651322156942,0.8528651322156943
109,17.187786262118376,0.8528651322156942,0.8528651322156943
110,17.187786262118376,0.8528651322156942,0.8528651322156943
111,17.187786262118376,0.8528651322156942,0.8528651322156943
112,17.187786262118376,0.8528651322156942,0.8528651322156943
113,17.187786262118376,0.8528651322156942,0.8528651322156943
114,17.187786262118376,0.8528651322156942,0.8528651322156943
115,17.187786262118376,0.8528651322156942,0.8528651322156943
116,17.187786262118376,0.8528651322156942,0.8528651322156943
117,17.187786262118376,0.8528651322156942,0.8528651322156943
118,17.187786262118376,0.8528651322156942,0.8528651322156943
119,17.187786262118376,0.8528651322156942,0.8528651322156943
120,17.187786262118376,0.8528651322156942,0.8528651322156943
121,17.187786262118376,0.8528651322156942,0.8528651322156943
122,17.187786262118376,0.8528651322156942,0.8528651322156943
123,17.187786262118376,0.8528651322156942,0.8528651322156943
124,17.187786262118376,0.8528651322156942,0.8528651322156943
125,17.187786262118376,0.8528651322156942,0.8528651322156943
126,17.187786262118376,0.8528651322156942,0.8528651322156943
127,17.960386781621715,0.8528651322156942,0.8528651322156943
128,17.960386781621715,0.8528651322156942,0.8528651322156943
129,17.960386781621715,0.8528651322156942,0.8528651322156943
130,17.960386781621715,0.8528651322156942,0.8528651322156943
131,17.960386781621715,0.8528651322156942,0.8528651322156943
132,17.960386781621715,0.8528651322156942,0.8528651322156943
133,17.960386781621715,0.8528651322156942,0.8528651322156943
134,17.960386781621715,0.8528651322156942,0.8528651322156943
135,17.960386781621715,0.8528651322156942,0.8528651322156943
136,17.960386781621715,0.8528651322156942,0.8528651322156943
137,17.960386781621715,0.8528651322156942,0.8528651322156943
138,18.81325191383741,0.8528651322156942,0.8528651322156943
139,18.81325191383741,0.8528651322156942,0.8528651322156943
140,19.585852433340747,0.8528651322156942,0.8528651322156943
141,19.585852433340747,0.8528651322156942,0.8528651322156943
142,19.585852433340747,0.8528651322156942,0.8528651322156943
143,19.585852433340747,0.8528651322156942,0.8528651322156943
144,19.585852433340747,0.8528651322156942,0.8528651322156943
145,20.358452952844086,0.8528651322156942,0.8528651322156943
146,21.21131808505978,0.8528651322156942,0.8528651322156943
147,21.21131808505978,0.8528651322156942,0.8528651322156943
148,21.21131808505978,0.8528651322156942,0.8528651322156943
149,21.21131808505978,0.8528651322156942,0.8528651322156943
150,22.064183217275474,0.8528651322156942,0.8528651322156943
151,22.064183217275474,0.8528651322156942,0.8528651322156943
152,22.064183217275474,0.8528651322156942,0.8528651322156943
153,22.064183217275474,0.8528651322156942,0.8528651322156943
154,22.064183217275474,0.8528651322156942,0.8528651322156943
155,22.064183217275474,0.8528651322156942,0.8528651322156943
156,22.064183217275474,0.8528651322156942,0.8528651322156943
157,22.064183217275474,0.8528651322156942,0.8528651322156943
158,22.917048349491168,0.8528651322156942,0.8528651322156943
159,22.917048349491168,0.8528651322156942,0.8528651322156943
160,22.917048349491168,0.8528651322156942,0.8528651322156943
161,22.917048349491168,0.8528651322156942,0.8528651322156943
162,22.917048349491168,0.8528651322156942,0.8528651322156943
163,22.917048349491168,0.8528651322156942,0.8528651322156943
164,22.917048349491168,0.8528651322156942,0.8528651322156943
165,22.917048349491168,0.8528651322156942,0.8528651322156943
166,22.917048349491168,0.8528651322156942,0.8528651322156943
167,22.917048349491168,0.8528651322156942,0.8528651322156943
168,22.917048349491168,0.8528651322156942,0.8528651322156943
169,22.917048349491168,0.8528651322156942,0.8528651322156943
170,22.917048349491168,0.8528651322156942,0.8528651322156943
171,22.917048349491168,0.8528651322156942,0.8528651322156943
172,22.917048349491168,0.8528651322156942,0.8528651322156943
173,22.917048349491168,0.8528651322156942,0.8528651322156943
174,22.917048349491168,0.8528651322156942,0.8528651322156943
175,22.917048349491168,0.8528651322156942,0.8528651322156943
176,22.917048349491168,0.8528651322156942,0.8528651322156943
177,22.917048349491168,0.8528651322156942,0.8528651322156943
178,22.917048349491168,0.8528651322156942,0.8528651322156943
179,22.917048349491168,0.8528651322156942,0.8528651322156943
180,22.917048349491168,0.8528651322156942,0.8528651322156943
181,22.917048349491168,0.8528651322156942,0.8528651322156943
182,22.917048349491168,0.8528651322156942,0.8528651322156943
183,22.917048349491168,0.8528651322156942,0.8528651322156943
184,22.917048349491168,0.8528651322156942,0.8528651322156943
185,23.689648868994507,0.8528651322156942,0.8528651322156943
186,23.689648868994507,0.8528651322156942,0.8528651322156943
187,24.5425140012102,0.8528651322156942,0.8528651322156943
188,24.5425140012102,0.8528651322156942,0.8528651322156943
189,24.5425140012102,0.8528651322156942,0.8528651322156943
190,24.5425140012102,0.8528651322156942,0.8528651322156943
191,24.5425140012102,0.8528651322156942,0.8528651322156943
192,24.5425140012102,0.8528651322156942,0.8528651322156943
193,24.5425140012102,0.8528651322156942,0.8528651322156943
194,24.5425140012102,0.8528651322156942,0.8528651322156943
195,24.5425140012102,0.8528651322156942,0.8528651322156943
196,24.5425140012102,0.8528651322156942,0.8528651322156943
197,24.5425140012102,0.8528651322156942,0.8528651322156943
198,24.5425140012102,0.8528651322156942,0.8528651322156943
199,24.5425140012102,0.8528651322156942,0.8528651322156943
200,24.5425140012102,0.8528651322156942,0.8528651322156943
201,24.5425140012102,0.8528651322156942,0.8528651322156943
202,24.5425140012102,0.8528651322156942,0.8528651322156943
203,24.5425140012102,0.8528651322156942,0.8528651322156943
204,24.5425140012102,0.8528651322156942,0.8528651322156943
205,24.5425140012102,0.8528651322156942,0.8528651322156943
206,24.5425140012102,0.8528651322156942,0.8528651322156943
207,24.5425140012102,0.8528651322156942,0.8528651322156943
208,24.5425140012102,0.8528651322156942,0.8528651322156943
209,24.5425140012102,0.8528651322156942,0.8528651322156943
210,24.5425140012102,0.8528651322156942,0.8528651322156943
211,24.5425140012102,0.8528651322156942,0.8528651322156943
212,24.5425140012102,0.8528651322156942,0.8528651322156943
213,24.5425140012102,0.8528651322156942,0.8528651322156943
214,24.5425140012102,0.8528651322156942,0.8528651322156943
215,24.5425140012102,0.8528651322156942,0.8528651322156943
216,24.5425140012102,0.8528651322156942,0.8528651322156943
217,24.5425140012102,0.8528651322156942,0.8528651322156943
218,24.5425140012102,0.8528651322156942,0.8528651322156943
219,24.5425140012102,0.8528651322156942,0.8528651322156943
220,24.5425140012102,0.8528651322156942,0.8528651322156943
221,24.5425140012102,0.8528651322156942,0.8528651322156943
222,24.5425140012102,0.8528651322156942,0.8528651322156943
223,24.5425140012102,0.8528651322156942,0.8528651322156943
224,24.5425140012102,0.8528651322156942,0.8528651322156943
225,24.5425140012102,0.8528651322156942,0.8528651322156943
226,24.5425140012102,0.8528651322156942,0.8528651322156943
227,24.5425140012102,0.8528651322156942,0.8528651322156943
228,24.5425140012102,0.8528651322156942,0.8528651322156943
229,24.5425140012102,0.8528651322156942,0.8528651322156943
230,24.5425140012102,0.8528651322156942,0.8528651322156943
231,25.395379133425894,0.8528651322156942,0.8528651322156943
232,25.395379133425894,0.8528651322156942,0.8528651322156943
233,25.395379133425894,0.8528651322156942,0.8528651322156943
234,25.395379133425894,0.8528651322156942,0.8528651322156943
235,25.395379133425894,0.8528651322156942,0.8528651322156943
236,25.395379133425894,0.8528651322156942,0.8528651322156943
237,25.395379133425894,0.8528651322156942,0.8528651322156943
238,25.395379133425894,0.8528651322156942,0.8528651322156943
239,25.395379133425894,0.8528651322156942,0.8528651322156943
240,25.395379133425894,0.8528651322156942,0.8528651322156943
241,25.395379133425894,0.8528651322156942,0.8528651322156943
242,25.395379133425894,0.8528651322156942,0.8528651322156943
243,25.395379133425894,0.8528651322156942,0.8528651322156943
244,25.395379133425894,0.8528651322156942,0.8528651322156943
245,25.395379133425894,0.8528651322156942,0.8528651322156943
246,25.395379133425894,0.8528651322156942,0.8528651322156943
