Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,PHELinearBandit
0,0.9795864591612105,0.8391226093831495,0.8391226093831495,0.8391226093831495
1,1.6415876222091448,1.5040238254288947,1.3672119111944199,1.4150634725764026
2,2.2124198575170917,1.9360862433647772,2.0173870455745915,1.8519499861940578
3,2.842307200571864,2.95906415636766,2.059196344459755,2.3349582124035946
4,3.3722723491337327,3.86970332158226,2.066016931278103,2.8179664386131322
5,3.824823214667577,4.415291867851063,2.0722674909429535,3.30991002114557
6,4.265650727184872,5.39027242215725,2.0947483219361254,3.8018536036780093
7,4.505516255251504,6.249449605957015,2.0992514779989286,4.2937971862104485
8,4.767808096847132,6.8711769450198785,2.125610081023905,4.785740768742888
9,5.216032248610595,7.93173465817695,2.133949451241663,5.277684351275327
10,5.728794047024702,8.63899084547616,2.137672436666336,5.769627933807766
11,6.0381696859597955,9.037106943397346,2.156575010352449,6.261571516340205
12,6.153187459832613,10.042850125109206,2.1718754360431696,6.753515098872643
13,6.390818698883114,11.08004419227739,2.173225633834797,7.245458681405081
14,6.662271652665718,11.658314277855272,2.1745758316264245,7.73740226393752
15,7.345875092423145,12.372302930135886,2.181239081068201,8.229345846469958
16,7.537356619566881,13.19874511584511,2.1916237858058985,8.721289429002397
17,8.036673849006956,14.397948037851682,2.1916237858058985,9.213233011534836
18,8.406944645356479,15.428770890895672,2.1956495424189244,9.705176594067273
19,9.073279879408028,16.326522731797663,2.241214331332569,10.197120176599713
20,9.47055277465219,17.32450206409436,2.2628047054937186,10.68906375913215
21,9.804013509229716,18.334710641847092,2.267307861556522,11.18100734166459
22,10.223227117682361,19.101070244247772,2.267307861556522,11.672950924197028
23,10.310637678534345,19.876940050146924,2.2682732876020912,12.164894506729466
24,10.5592606233221,20.68431545450094,2.2769385142563476,12.656838089261905
25,10.814766761512143,20.68431545450094,2.280128743353742,13.148781671794348
26,11.045938982202813,20.68431545450094,2.281094169399312,13.640725254326787
27,11.251733740848943,20.68431545450094,2.281571568849089,14.132668836859228
28,11.59736230867729,20.68431545450094,2.2860747249118925,14.624612419391667
29,11.774802250510856,20.68431545450094,2.28655212436167,15.116556001924106
30,12.207892987633608,20.68431545450094,2.3256279862386546,15.608499584456547
31,12.266088417807833,20.68431545450094,2.348827670715,16.10044316698899
32,12.65118415119493,20.684408082204662,2.3636685943244915,16.592386749521427
33,12.845484632487356,20.68528088054651,2.3720900497089255,17.084330332053867
34,13.238362951784179,20.68537350825023,2.379321796175447,17.576273914586306
35,13.327581468153515,20.685466135953952,2.3801945945172966,18.068217497118745
36,13.565849407374884,20.689491892566977,2.3868578439590733,18.560161079651188
37,14.085512563842329,20.693517649180002,2.3868578439590733,19.052104662183627
38,14.28726864356947,20.69754340579303,2.4009185969304347,19.544048244716066
39,14.29707679823422,20.701569162406056,2.4010112246341544,20.035991827248505
40,14.306884952898972,20.70481474838095,2.4087203705504536,20.527935409780945
41,14.620304176092437,20.708060334355846,2.423854239288115,21.019878992313387
42,14.92774584887417,20.71130592033074,2.423854239288115,21.511822574845826
43,15.107959092224386,20.714551506305636,2.4305174887298917,22.003766157378266
44,15.45758143104807,20.71779709228053,2.4305174887298917,22.495709739910705
45,15.985393634379893,20.721915476597278,2.4341478464508453,22.987653322443144
46,16.050253275319314,20.72288090264285,2.4347178736043427,23.479596904975587
47,16.196156835080384,20.726126488617744,2.4595638076209343,23.971540487508026
48,16.405147089035147,20.72937207459264,2.462661409014609,24.463484070040465
