Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.2913401206227038,0.2552811200364853,0.3662033710216646,0.21120136184460342
1,0.5314333463454585,0.8570562379940361,0.7801423567027768,0.5719151850964996
2,0.9287682813583018,1.3899234530024087,1.5054302444474899,0.829270820317911
3,1.2754808753110938,1.6458043148144832,2.076318691741817,1.1319680119458222
4,1.6586143944082299,2.02884152813297,2.5060752665600003,1.3933894324799208
5,1.8928607910537552,2.2765437206238324,2.9254517415406958,1.590939788616362
6,2.1991783538282093,2.349727787254282,3.0577605576687112,2.178059729383003
7,2.516356157986314,2.5632396141266236,3.108820924167676,2.5089541074329897
8,2.7660297653704573,2.7505854066985864,3.220245338910766,2.6063654448630893
9,3.0192145494702545,2.973995428759662,3.3372810588053694,2.6656871404627838
10,3.316870091407772,3.1935232827872855,3.5999391892218164,2.763038652302686
11,3.534074777171392,3.4175411258332735,3.6693625683601754,2.9312981095474155
12,3.8516881722356318,3.490725192463723,3.7506951491421616,3.201980846848951
13,4.1513642214551165,3.679204152070646,3.7885935690655437,3.2998087833569394
14,4.434845779908886,3.7523882187010953,3.8565626123818744,3.332700849101247
15,4.611150643801453,3.850216155209084,3.861547755992794,3.378776071989292
16,4.726716878605596,3.9313683556691523,3.9626212975286115,3.378776071989292
17,5.037163422416879,4.0064006840253095,4.134605879463839,3.47461218762471
18,5.169380949461026,4.084498501364573,4.248755188041384,3.557443271252853
19,5.408431887448458,4.301204913040839,4.5231414454484895,3.739791502849929
20,5.492501779428868,4.486231768267738,4.592564824586848,3.832970921392588
21,5.640646781513369,4.831491770488398,4.696438597905869,3.8828887287082687
22,5.782703012224303,5.086230073117188,4.731515575477893,3.9129805626693726
23,5.89186717719093,5.086230073117188,4.845761432572342,3.9860932363977164
24,5.923281950657236,5.206008588352165,4.9969547212736245,4.0490771361031275
25,6.067523093195886,5.276990295926878,5.015101811460126,4.1290867773799125
26,6.286929541545565,5.391139604504424,5.020086955071045,4.1340719209908325
27,6.534779938730159,5.524919564831374,5.2919044056027635,4.2712745916458985
28,6.534779938730159,6.075813379117408,5.394241061053585,4.276259735256818
29,6.670897722732069,6.164868414708737,5.574900081189717,4.362613001780699
30,6.670897722732069,6.24769949833688,5.639835951953398,4.428609565744493
31,6.871170149865018,6.631167953029769,5.761293286533569,4.428609565744493
32,6.970783846350855,6.631167953029769,5.890667392824689,4.428609565744493
33,7.109964476945097,6.644329899605351,5.95560326358837,4.487931261344187
34,7.159882284260777,6.8259593337095925,5.960588407199289,4.57076234497233
35,7.219833011413539,6.94159220385004,6.041920987981276,4.583924291547913
36,7.341979337666814,7.02566209583045,6.0929601439120855,4.583924291547913
37,7.616812890859583,7.085612822983211,6.160950397796571,4.583924291547913
38,7.725977055826211,7.379606160815011,6.245094051946867,4.6679941835283225
39,7.881036658391949,7.596366491886691,6.331447318470748,4.700907459840785
40,8.129758897547458,7.735837055770287,6.3957541576813615,4.705892603451704
41,8.44929194723951,7.851469925910735,6.466735865256074,4.710877747062623
42,8.44929194723951,7.856455069521654,6.5046342851794545,4.710877747062623
43,8.524324275595667,7.856455069521654,6.522781375365956,4.710877747062623
44,8.608394167576076,7.991791625890923,6.579042807928732,4.710877747062623
