Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta
0,0.9997473523569177,1.000437810924255
1,1.0001346977200625,1.0051420907826958
2,0.9999345988729503,1.0049461674938391
3,1.000389400430865,1.012499881094462
4,1.004631756511845,1.0048451900691517
5,1.0055163074458129,1.0049159956724147
6,1.0062786705238582,1.0053023911969412
7,1.0060277659263295,1.0052152380885937
8,1.0059206010806292,1.0052921768178558
9,1.0043109255509837,1.0047497227846285
10,1.0047997252115195,0.9994710113029285
11,1.005938784789823,1.001129556202926
12,1.0056299622430587,1.000801170579393
13,1.0042239241867845,1.0000260952532178
14,1.0046524104289463,1.000623523618558
15,1.0057242147835888,1.0015647205230709
16,1.0060357044470165,1.001985721880058
17,1.005835284339633,1.0017947858921414
18,1.0060863034175818,1.0021174867028821
19,1.00582961236569,1.0018530736254505
20,1.0059552397537201,1.002018562767577
21,1.0057325868239673,1.0017909929031081
22,1.004927050892969,1.0009386720163702
23,1.0047838506079334,1.0008075294749672
24,1.0048208337622788,1.000863354832325
25,1.004610374949453,1.0006600477570196
26,1.0043374582021987,1.0003955906112438
27,1.0040956867665758,1.0001671935879344
28,1.0053360857156604,0.9998794029283078
29,1.0052357829702492,0.9997472263601964
30,1.0054180954119387,0.9999149057546529
31,1.0052829401951726,0.9998177289546203
32,1.0052560427795796,0.999809750706776
33,1.005147511067814,0.9997328205361022
34,1.0048592109158052,0.9995187743289549
35,1.00484818481261,0.9995276886281326
36,1.004969327080342,0.9996324461789837
37,1.0050812979037351,0.9997367979290812
38,1.001960171684552,0.9998590378300192
39,1.0019358125953048,0.9998405308379864
40,1.00180401586225,0.9997198238752779
41,1.0018021426615165,0.9997219845302936
42,1.0017678626554185,0.9996934480902442
43,1.0020774874254723,0.9996104994461771
44,1.002058952933145,0.9996008597499557
45,1.002006450305181,0.9995639532062639
46,1.0019078094388014,0.9994557075779718
47,1.001925933279482,0.9994749497031485
48,1.0008627618003163,0.9995555647488473
49,1.0006509852242573,0.999587365354127
50,1.0006160156602546,0.9995484339402688
51,1.0006407193064286,0.999574412525586
52,1.0006108644157923,0.999541191518354
53,1.0006760548637526,0.9994967539564116
54,1.0007335361507592,1.0000202178794746
55,1.0006546656136928,0.9994585702770656
56,1.0007042734171128,0.999511601591376
57,1.0006532853991887,0.9994566928382413
