Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.8095498741938515,0.6375760317114639
1,1.1386413251321585,0.7401381006716831
2,1.4677327760704655,1.1777216494821499
3,1.6478506683992848,1.6153051982926168
4,2.073560773840625,2.201784196932822
5,2.711136805552089,2.553555411134151
6,2.891254697880908,2.835480910255244
7,3.3531532028579534,3.586586326841463
8,3.8152633244793392,3.9713832533547753
9,3.9953812168081586,4.324997498705335
10,4.175499109136978,4.740414397728245
11,4.355617001465797,5.436330726822205
12,4.535734893794616,6.064276244106693
13,5.122213892434821,6.5263863657280785
14,5.3023317847636395,7.33593623992193
15,5.4824496770924585,7.665027690860237
16,5.662567569421277,8.075492330579875
17,5.842685461750097,8.501202436021215
18,6.022803354078917,8.681320328350035
19,6.773908770665136,9.160394007985797
20,6.954026662993955,9.947111966477436
21,7.134144555322774,10.380842088368679
22,7.314262447651593,11.022970070244174
23,7.942207964936081,11.484868575221219
24,8.1223258572649,11.484868575221219
25,8.90904381575654,12.030004186315029
26,9.324460714779452,12.492114307936415
27,9.504578607108272,12.917824413377755
28,9.684696499437091,13.271438658728314
