Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
249,29.408140886671145,30.243493681318256,100.04153830451745
250,29.43345120420304,30.302765646774667,100.41414224573455
251,29.43345120420304,30.42612153402012,100.78674618695165
252,29.43345120420304,30.44936397265173,101.15935012816874
253,29.493823831819746,30.54794372121149,101.53195406938583
254,29.493823831819746,30.606329587553308,101.90455801060293
255,29.702345813733615,30.700661297046945,102.27716195182003
256,29.828534860443263,30.808561544533184,102.64976589303713
257,29.828534860443263,30.82613843726251,103.0223698342542
258,29.956377334495635,30.932055568581042,103.3949737754713
259,30.0224133056974,31.040916414291985,103.76757771668838
260,30.111451939485953,31.13877860950093,104.14018165790546
261,30.161130057768332,31.185019583137024,104.51278559912255
262,30.161130057768332,31.25088739275421,104.88538954033963
263,30.194212890035793,31.307321018916895,105.25799348155672
264,30.257443365704326,31.40187042061417,105.6305974227738
265,30.29426002689194,31.43988202730107,106.00320136399088
266,30.29426002689194,31.46312446593268,106.37580530520798
267,30.336097579188923,31.52079767800104,106.74840924642506
268,30.336097579188923,31.590900352910232,107.12101318764215
269,30.362204754544884,31.718318669756854,107.49361712885923
270,30.461545858609536,31.81613775496806,107.8662210700763
271,30.60573268539473,32.05221181908906,108.2388250112934
272,30.652204256198598,32.14538877601471,108.61142895251048
273,30.68758506809406,32.25462298917189,108.98403289372757
274,30.753149381146194,32.2778654278035,109.35663683494465
275,30.774873984099493,32.30110786643511,109.72924077616173
276,30.85138491252676,32.384946803221155,110.10184471737882
277,30.921693286257323,32.484391905452135,110.4744486585959
278,30.98969074460363,32.53293123570366,110.847052599813
279,30.98969074460363,32.55617367433526,111.21965654103008
280,31.02103396589367,32.68947541310584,111.59226048224716
281,31.06617573018978,32.751201190491564,111.96486442346425
282,31.192150789058854,32.86250315739851,112.33746836468133
283,31.2226541808948,33.03482759573613,112.71007230589842
284,31.262557058161274,33.148414302118766,113.0826762471155
285,31.387415035367518,33.30223162876981,113.45528018833258
286,31.446991976754198,33.32547406740142,113.82788412954967
287,31.48665320843505,33.39603172707507,114.20048807076675
288,31.620769275607643,33.45820597208296,114.57309201198385
289,31.66211380724849,33.48144841071457,114.94569595320093
290,31.84672473414728,33.65952207030914,115.318299894418
291,31.98204358339844,33.73557465728082,115.6909038356351
292,31.98204358339844,33.90985368893682,116.06350777685218
293,31.98204358339844,34.077265121444036,116.43611171806927
294,31.98204358339844,34.13979103924534,116.80871565928635
295,31.98204358339844,34.21704247169459,117.18131960050343
296,31.98204358339844,34.348704942912676,117.55392354172052
297,32.00330530837698,34.41708914584039,117.9265274829376
298,32.00330530837698,34.440331584472005,118.2991314241547
299,32.09994496862255,34.540676500612946,118.67173536537177
300,32.19773001082682,34.66957073537263,119.04433930658885
301,32.29949885014322,34.763902444866275,119.41694324780595
302,32.3672476511185,34.78714488349788,119.78954718902303
303,32.426456522804294,34.81038732212949,120.16215113024012
304,32.426456522804294,34.87535314386844,120.5347550714572
305,32.44818112575759,34.92389247411996,120.90735901267428
306,32.44818112575759,35.036568853258686,121.27996295389137
307,32.44818112575759,35.15333065150742,121.65256689510845
308,32.60575332382006,35.17657309013903,122.02517083632554
309,32.7039940550094,35.23909900794033,122.39777477754262
310,32.77668090212029,35.26234144657194,122.7703787187597
311,32.81302563031118,35.28558388520355,123.1429826599768
312,32.81302563031118,35.30882632383516,123.51558660119387
313,32.88165603918135,35.33206876246677,123.88819054241097
314,32.91507800723498,35.39901152163107,124.26079448362805
315,33.03056700625149,35.42225396026268,124.63339842484513
316,33.0705998781116,35.49858840750265,125.00600236606222
317,33.113668444206155,35.521830846134264,125.3786063072793
318,33.24221099160677,35.61191889637392,125.75121024849639
319,33.33316088636237,35.701229073100855,126.12381418971347
320,33.39027219295166,35.72447151173246,126.49641813093055
321,33.44611507871381,35.859618604289686,126.86902207214764
322,33.49343029975584,35.8828610429213,127.24162601336472
323,33.55946627095761,35.93161064056718,127.61422995458182
324,33.67819858525888,35.95485307919879,127.9868338957989
325,33.747979906681806,35.9780955178304,128.35943783701597
326,33.747979906681806,36.05101607474439,128.73204177823305
327,33.864721308868354,36.074258513375995,129.10464571945016
328,33.92215271065654,36.16730666550668,129.47724966066724
329,33.92215271065654,36.25960330015719,129.84985360188432
330,33.952389326729694,36.318012213837605,130.2224575431014
331,34.004771336519006,36.407290623670974,130.59506148431848
332,34.08751476561444,36.43053306230259,130.96766542553559
333,34.158604036476476,36.59152264557984,131.34026936675266
334,34.21022350148818,36.732455257196726,131.71287330796974
335,34.23539751112555,36.844307475593055,132.08547724918682
336,34.38262457148382,36.98520559330912,132.4580811904039
337,34.41226236866982,37.11746869553433,132.830685131621
338,34.466110542769506,37.16278327562585,133.2032890728381
339,34.579946194617804,37.298143994017906,133.57589301405517
340,34.64251437812851,37.42242531404364,133.94849695527225
341,34.735616850135614,37.44566775267525,134.32110089648933
342,34.80013801104117,37.499917069354794,134.69370483770643
343,34.95229044907333,37.505582615257076,135.0663087789235
344,34.95229044907333,37.51124816115936,135.4389127201406
345,34.97965888316462,37.5810537090813,135.81151666135767
346,35.03427595805395,37.70691571541698,136.18412060257475
347,35.03427595805395,37.745175770589704,136.55672454379186
348,35.134557018855304,37.750841316491986,136.92932848500894
349,35.23690326061613,37.812621571230956,137.30193242622602
350,35.23690326061613,38.03413427776699,137.6745363674431
351,35.283374831420005,38.03979982366927,138.04714030866018
352,35.31391022534983,38.045465369571545,138.41974424987728
353,35.376625433659456,38.06870780820316,138.79234819109436
354,35.376625433659456,38.11071808229633,139.16495213231144
355,35.376625433659456,38.159055332271194,139.53755607352852
356,35.419297137732045,38.164720878173476,139.9101600147456
357,35.44545458309443,38.231541921958794,140.2827639559627
358,35.54902325034933,38.23720746786107,140.6553678971798
359,35.54902325034933,38.26735611437434,141.02797183839687
360,35.607486955886245,38.380053679404746,141.40057577961394
361,35.6985526215963,38.537348004702,141.77317972083102
362,35.781579236843086,38.65554274385572,142.14578366204813
363,35.80373800470025,38.71376068349681,142.5183876032652
364,35.80677369893469,38.7536622040357,142.8909915444823
365,35.809809393169125,38.89673852400463,143.26359548569937
366,35.85863454936982,38.95416992579282,143.63619942691645
367,36.012262431674074,38.9598354716951,144.00880336813356
368,36.01529812590851,38.96550101759738,144.38140730935064
369,36.04625370091066,38.98645378314138,144.75401125056771
370,36.182374987974,39.07627330744315,145.1266151917848
371,36.27791193061395,39.127012176591265,145.49921913300187
372,36.36097995314675,39.19183667137198,145.87182307421898
373,36.36401564738119,39.2390408737943,146.24442701543606
374,36.469397583376455,39.275951243269354,146.61703095665314
375,36.67170011109185,39.281616789171636,146.98963489787022
376,36.67473580532629,39.29293440505765,147.3622388390873
377,36.677771499560734,39.29859995095993,147.7348427803044
378,36.74741934430524,39.350525691147546,148.10744672152148
379,36.75642954387651,39.37349405374888,148.48005066273856
380,36.786670898782624,39.50185269758432,148.85265460395564
381,36.828209555302664,39.5075182434866,149.22525854517272
382,36.94450178332317,39.6146291395619,149.59786248638983
383,37.13039897085737,39.62029468546418,149.9704664276069
384,37.165565445906175,39.62596023136646,150.343070368824
385,37.165565445906175,39.67286451058926,150.71567431004107
386,37.171539951243,39.67853005649154,151.08827825125815
387,37.20038244922456,39.684195602393814,151.46088219247525
388,37.26947624130513,39.73121931241484,151.83348613369233
389,37.35376698798028,39.80353383027289,152.2060900749094
390,37.434599722633074,39.81485602004094,152.5786940161265
391,37.434599722633074,39.88308974945393,152.95129795734357
392,37.4405742279699,39.922920454962075,153.32390189856068
393,37.47171008814722,39.92858600086436,153.69650583977776
394,37.47171008814722,40.0277040248279,154.06910978099484
395,37.5231778510415,40.13455403419348,154.44171372221192
396,37.5231778510415,40.24675570796957,154.814317663429
397,37.59970053530497,40.297307954126715,155.1869216046461
398,37.64513497442585,40.401857537400886,155.55952554586318
399,37.6795657478626,40.460075477041975,155.93212948708026
400,37.6795657478626,40.524949894630055,156.30473342829734
401,37.811687840610034,40.56985496895972,156.67733736951442
402,37.811687840610034,40.6086686229538,157.04994131073153
403,37.811687840610034,40.67747054173549,157.4225452519486
404,37.864069850399346,40.726969671353096,157.79514919316568
405,37.951737868260686,40.84163916803129,158.16775313438276
406,38.02433219715657,40.935628335809106,158.54035707559984
407,38.02433219715657,41.05579859419207,158.91296101681695
408,38.083491146035,41.061464140094344,159.28556495803403
409,38.190398389619176,41.102708640835004,159.6581688992511
410,38.271729012445995,41.133548196374655,160.0307728404682
411,38.285793529737724,41.23129168943847,160.40337678168527
412,38.285793529737724,41.23695723534075,160.77598072290237
413,38.285793529737724,41.33325319420072,161.14858466411945
414,38.285793529737724,41.53433648428745,161.52118860533653
415,38.285793529737724,41.54000203018973,161.8937925465536
416,38.285793529737724,41.63527172627322,162.2663964877707
417,38.33761066317452,41.70507727419516,162.6390004289878
418,38.41854911443336,41.779836612178,163.01160437020488
419,38.46093043899147,41.79306958411505,163.38420831142196
420,38.49609691404028,41.91793425160393,163.75681225263904
421,38.49609691404028,41.929251867489945,164.12941619385612
422,38.537441445681125,41.93491741339223,164.50202013507322
423,38.65444875839555,42.02629405852576,164.8746240762903
424,38.86774691317121,42.263076139587,165.24722801750738
425,38.89952809237081,42.35807728421823,165.61983195872446
426,38.92125269532411,42.48671027995736,165.99243589994154
427,38.964237387715954,42.49237582585964,166.36503984115865
428,39.024674180465645,42.498041371761914,166.73764378237573
429,39.05083107361936,42.5347092273492,167.1102477235928
430,39.082612252818954,42.64494782066509,167.48285166480989
431,39.082612252818954,42.69912170736757,167.85545560602696
432,39.139723559408246,42.74774390149963,168.22805954724407
433,39.2296585824456,42.80351562267282,168.60066348846115
434,39.248419810225755,42.8091811685751,168.97326742967823
435,39.370367090889275,42.8450880693835,169.3458713708953
436,39.370367090889275,42.95630749732716,169.7184753121124
437,39.43242205445553,42.97009669820369,170.0910792533295
438,39.507590308121564,42.97576224410597,170.46368319454658
439,39.67159515033464,43.04556779202792,170.83628713576365
440,39.94927887165393,43.105738165077156,171.20889107698073
441,40.00650167246194,43.12114698352409,171.5814950181978
442,40.07670282751779,43.19836083139106,171.95409895941492
443,40.116735699377905,43.26846350630025,172.326702900632
444,40.181256860283455,43.27412905220253,172.69930684184908
445,40.24891527168585,43.428565005828474,173.07191078306616
446,40.24891527168585,43.43423055173076,173.44451472428324
447,40.28325003114166,43.43989609763304,173.81711866550035
448,40.28325003114166,43.45312906957009,174.18972260671742
449,40.415226995773985,43.45879461547237,174.5623265479345
450,40.46244168568931,43.548519393420534,174.93493048915158
451,40.516289859789005,43.623072592763826,175.30753443036866
452,40.57544880866744,43.70512549173138,175.68013837158577
453,40.67299844289256,43.746847085983894,176.05274231280285
454,40.67299844289256,43.78090493184193,176.42534625401993
455,40.67299844289256,43.83003042766996,176.797950195237
456,40.71752662593732,43.92891189824458,177.1705541364541
457,40.71752662593732,43.93457744414685,177.5431580776712
458,40.79998668350207,44.01338683453353,177.91576201888827
459,40.93096620976999,44.05908525229592,178.28836596010535
460,40.98582728777723,44.064750798198205,178.66096990132243
461,40.98582728777723,44.11340103649233,179.0335738425395
462,41.20890583899505,44.11906658239461,179.40617778375662
463,41.20890583899505,44.205929940943236,179.7787817249737
464,41.3144587148976,44.23295220590067,180.15138566619078
465,41.335563099220586,44.34110023736613,180.52398960740786
466,41.335563099220586,44.36827418756135,180.89659354862494
467,41.41021690212626,44.37393973346363,181.26919748984204
468,41.49048894275388,44.40429016603062,181.64180143105912
469,41.51659611810983,44.4099557119329,182.0144053722762
470,41.60099209423211,44.504418003899616,182.38700931349328
471,41.664128467111524,44.5100835498019,182.75961325471036
472,41.664128467111524,44.51574909570418,183.13221719592747
473,41.664128467111524,44.698855103398856,183.50482113714455
474,41.741536020373644,44.70452064930113,183.87742507836163
475,41.79896742216183,44.76013395104895,184.2500290195787
476,41.82266821231551,44.84747206479763,184.62263296079578
477,41.858729349211146,44.8531376106999,184.9952369020129
478,41.858729349211146,44.858803156602185,185.36784084322997
479,41.91788829808958,44.994592922460235,185.74044478444705
480,41.974971654424294,45.054875543251846,186.11304872566413
481,41.974971654424294,45.06054108915413,186.4856526668812
482,41.983095309398536,45.09325931100815,186.85825660809832
483,42.01797767604281,45.12731715686619,187.2308605493154
484,42.01797767604281,45.13298270276847,187.60346449053247
485,42.04408485139877,45.19587104947876,187.97606843174955
486,42.21488746509557,45.29895073380267,188.34867237296663
487,42.27078879679707,45.304616279704945,188.72127631418374
488,42.3285173451628,45.42250793683168,189.09388025540082
489,42.360109104396365,45.55089215467217,189.4664841966179
490,42.4624553461572,45.80431935714413,189.83908813783498
491,42.4624553461572,45.80998490304641,190.21169207905206
492,42.62181580172428,45.86205705012889,190.58429602026916
493,42.66515902528032,45.86772259603117,190.95689996148624
494,42.853801622649215,45.89869845946534,191.32950390270332
495,42.853801622649215,45.930064553071205,191.7021078439204
496,43.00484591803065,45.93573009897348,192.07471178513748
497,43.04751762210323,45.990800149101275,192.4473157263546
498,43.04751762210323,46.04435817015064,192.81991966757167
499,43.04751762210323,46.14312839906121,193.19252360878875
500,43.04751762210323,46.19013847660433,193.56512755000583
501,43.139954063601316,46.22111434003851,193.9377314912229
502,43.181677446708655,46.271853209186624,194.31033543244
503,43.3163928126792,46.385639223871195,194.6829393736571
504,43.34087591329018,46.41266148882863,195.05554331487417
505,43.34087591329018,46.53949674006148,195.42814725609125
506,43.34087591329018,46.59602369650274,195.80075119730833
507,43.34087591329018,46.60168924240502,196.17335513852544
508,43.43511114345106,46.607354788307305,196.54595907974252
509,43.51285291487925,46.61302033420959,196.9185630209596
510,43.641015267030824,46.66759783778748,197.29116696217667
511,43.641015267030824,46.73798612131861,197.66377090339375
512,43.69410727563918,46.868067072386665,198.03637484461086
513,43.769578535040544,46.904300357091124,198.40897878582794
514,43.850290469857654,46.9680771009429,198.78158272704502
515,43.89042339452071,47.00817342028193,199.1541866682621
516,43.98369356102403,47.117719675385814,199.52679060947918
517,44.0367855696324,47.1585516963369,199.8993945506963
518,44.048103185518414,47.215526228991976,200.27199849191337
519,44.08982656862575,47.24419030989874,200.64460243313044
520,44.24526703544983,47.28042359460319,201.01720637434752
521,44.24526703544983,47.31139945803737,201.3898103155646
522,44.24526703544983,47.317065003939646,201.7624142567817
523,44.27228930040727,47.32838261982566,202.1350181979988
524,44.27228930040727,47.399866290562514,202.50762213921587
525,44.27228930040727,47.43852520931675,202.88022608043295
526,44.34578720800142,47.57531405067763,203.25283002165003
527,44.36350347387477,47.580979596579915,203.62543396286713
528,44.422940658517845,47.59638841502685,203.9980379040842
529,44.422940658517845,47.602053960929126,204.3706418453013
530,44.56796201976225,47.60771950683141,204.74324578651837
531,44.56796201976225,47.65845837597952,205.11584972773545
532,44.61273096158734,47.6641239218818,205.48845366895253
