Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit
0,0.6875571105718767,0.8945674749144668,0.6875571105718767,0.8945674749144668
1,1.3751142211437535,0.8945674749144668,0.6875571105718767,0.8945674749144668
2,2.1327981728348275,1.7124979634404371,0.6875571105718767,1.7124979634404371
3,2.8203552834067045,1.868764663808453,1.2030157499633736,1.868764663808453
4,3.70388581861845,2.5872968455660255,1.703343773099513,2.5872968455660255
5,4.5874163538301955,3.087624868702165,2.4610277247905867,3.087624868702165
6,4.5874163538301955,3.845308820393239,3.1795599065481595,3.845308820393239
7,4.5874163538301955,4.728839355604984,4.074127381462626,4.728839355604984
8,5.102874993221692,5.416396466176861,4.957657916674371,5.416396466176861
9,5.102874993221692,5.931855105568358,5.113924617042387,5.931855105568358
10,5.259141693589708,5.931855105568358,5.931855105568357,6.088121805936374
11,5.259141693589708,6.088121805936374,6.6503872873259295,6.5884498290725135
12,5.259141693589708,6.088121805936374,7.544954762240397,6.5884498290725135
13,5.774600332981205,6.088121805936374,8.232511872812273,6.5884498290725135
14,6.532284284672278,6.244388506304389,8.732839895948413,6.5884498290725135
15,6.532284284672278,6.244388506304389,8.732839895948413,6.5884498290725135
16,7.426851759586745,6.244388506304389,8.732839895948413,7.346133780763587
17,7.426851759586745,6.400655206672405,8.889106596316429,7.861592420155084
18,8.31038229479849,6.400655206672405,8.889106596316429,8.549149530726961
19,8.466648995166507,6.400655206672405,9.646790548007504,9.267681712484533
20,8.466648995166507,6.5569219070404205,9.646790548007504,10.162249187399
21,8.466648995166507,6.5569219070404205,10.365322729765076,10.318515887767017
22,8.466648995166507,6.5569219070404205,10.880781369156573,10.318515887767017
23,8.466648995166507,6.5569219070404205,11.03704806952459,11.136446376292987
24,8.466648995166507,6.5569219070404205,11.193314769892606,11.292713076661004
25,8.466648995166507,6.713188607408436,11.193314769892606,11.44897977702902
26,9.350179530378252,6.713188607408436,12.076845305104351,11.44897977702902
27,9.350179530378252,6.713188607408436,12.076845305104351,11.44897977702902
28,10.03773664095013,6.869455307776452,12.577173328240491,12.332510312240766
29,10.03773664095013,6.869455307776452,13.264730438812368,12.332510312240766
30,10.03773664095013,6.869455307776452,13.264730438812368,12.332510312240766
31,10.03773664095013,6.869455307776452,13.264730438812368,12.488777012608782
32,10.03773664095013,6.869455307776452,14.159297913726835,12.488777012608782
33,10.03773664095013,6.869455307776452,14.159297913726835,12.488777012608782
34,10.03773664095013,6.869455307776452,14.159297913726835,12.488777012608782
35,10.03773664095013,6.869455307776452,14.159297913726835,12.488777012608782
36,10.03773664095013,6.869455307776452,15.04282844893858,12.488777012608782
37,10.03773664095013,6.869455307776452,15.04282844893858,12.488777012608782
38,10.538064664086269,6.869455307776452,15.04282844893858,12.488777012608782
39,10.538064664086269,6.869455307776452,15.558287088330077,12.488777012608782
40,10.538064664086269,6.869455307776452,16.376217576856046,12.488777012608782
41,11.421595199298014,6.869455307776452,16.376217576856046,12.488777012608782
42,11.421595199298014,6.869455307776452,16.376217576856046,12.488777012608782
43,11.421595199298014,6.869455307776452,16.376217576856046,12.488777012608782
44,11.421595199298014,6.869455307776452,16.376217576856046,12.488777012608782
45,12.239525687823985,6.869455307776452,17.25974811206779,12.488777012608782
46,12.239525687823985,6.869455307776452,17.416014812435805,12.488777012608782
47,12.239525687823985,7.3697833309125915,17.416014812435805,12.488777012608782
48,12.239525687823985,7.3697833309125915,17.416014812435805,12.488777012608782
49,12.239525687823985,7.3697833309125915,17.9314734518273,12.488777012608782
50,12.239525687823985,7.3697833309125915,18.087740152195316,12.488777012608782
51,12.239525687823985,7.3697833309125915,18.087740152195316,12.488777012608782
52,12.239525687823985,7.3697833309125915,18.087740152195316,12.488777012608782
53,12.239525687823985,7.3697833309125915,18.84542410388639,12.488777012608782
54,12.239525687823985,7.3697833309125915,18.84542410388639,12.488777012608782
55,12.99720963951506,7.3697833309125915,19.001690804254405,12.488777012608782
56,12.99720963951506,7.3697833309125915,19.001690804254405,12.488777012608782
57,12.99720963951506,7.3697833309125915,19.001690804254405,12.488777012608782
58,13.684766750086936,7.3697833309125915,19.15795750462242,12.488777012608782
59,14.579334225001404,7.526050031280607,19.15795750462242,12.488777012608782
60,14.579334225001404,7.526050031280607,19.15795750462242,12.488777012608782
61,14.579334225001404,8.041508670672105,19.15795750462242,12.645043712976799
62,15.337018176692478,8.041508670672105,19.15795750462242,12.645043712976799
63,15.337018176692478,8.041508670672105,19.15795750462242,12.645043712976799
64,15.337018176692478,8.041508670672105,19.15795750462242,12.645043712976799
65,15.337018176692478,8.041508670672105,19.15795750462242,12.645043712976799
66,15.337018176692478,8.041508670672105,19.15795750462242,12.645043712976799
67,15.337018176692478,8.041508670672105,19.314224204990435,12.645043712976799
68,15.337018176692478,8.041508670672105,19.314224204990435,12.645043712976799
69,16.024575287264355,8.729065781243982,19.314224204990435,12.645043712976799
70,16.024575287264355,8.729065781243982,19.314224204990435,12.645043712976799
71,16.024575287264355,9.486749732935056,19.314224204990435,12.645043712976799
72,16.024575287264355,9.486749732935056,19.314224204990435,12.645043712976799
73,16.024575287264355,9.486749732935056,19.314224204990435,12.645043712976799
74,16.842505775790325,9.486749732935056,19.314224204990435,12.645043712976799
75,16.842505775790325,9.486749732935056,19.314224204990435,12.645043712976799
76,16.842505775790325,9.643016433303073,19.314224204990435,12.645043712976799
77,16.842505775790325,9.643016433303073,19.314224204990435,12.645043712976799
78,16.842505775790325,9.643016433303073,19.314224204990435,12.645043712976799
79,17.530062886362202,9.643016433303073,19.314224204990435,12.645043712976799
80,17.530062886362202,9.643016433303073,19.814552228126573,12.645043712976799
81,17.530062886362202,9.643016433303073,20.533084409884147,12.645043712976799
82,17.530062886362202,9.643016433303073,20.533084409884147,12.645043712976799
83,17.530062886362202,9.643016433303073,20.533084409884147,12.801310413344815
84,17.530062886362202,9.643016433303073,20.533084409884147,12.801310413344815
85,17.530062886362202,9.643016433303073,20.533084409884147,12.801310413344815
86,18.287746838053277,9.643016433303073,20.533084409884147,12.801310413344815
87,18.287746838053277,9.79928313367109,20.68935111025216,12.801310413344815
88,19.105677326579247,9.79928313367109,20.68935111025216,12.801310413344815
89,19.105677326579247,9.79928313367109,20.68935111025216,12.957577113712832
90,19.86336127827032,9.79928313367109,20.68935111025216,12.957577113712832
91,19.86336127827032,9.79928313367109,20.68935111025216,12.957577113712832
92,19.86336127827032,9.79928313367109,20.68935111025216,12.957577113712832
93,19.86336127827032,9.79928313367109,20.68935111025216,12.957577113712832
94,19.86336127827032,9.79928313367109,20.68935111025216,12.957577113712832
