Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,HEHEHEHHE
53,8.59691897857183,9.369662816849804,9.306880310401532,15.629162406381266
54,8.674784703877478,9.38589673581628,9.312745855444833,15.819787305799522
55,8.814864108838135,9.404868903337354,9.342385428725215,15.987748116838066
56,8.831121673575037,9.456178774946485,9.369444539770615,16.2078735616167
57,8.997748778620014,9.48159708100007,9.381290643688896,16.461828221264824
58,9.09310487699854,9.507641352143924,9.406178975637143,16.71250542288505
59,9.151629376582237,9.522282501200241,9.427331182947157,16.95183766444976
60,9.26607320838563,9.536835869148302,9.465702175575,17.26875098510421
61,9.472418539493358,9.551389237096362,9.477278666592802,17.574616036081768
62,9.537916186133037,9.592501259995863,9.505211452185817,17.946158086085983
63,9.629207780035811,9.623696052973212,9.545004328709945,18.231825526202783
64,9.645465344772713,9.645535879250101,9.562503818177623,18.51729310582886
65,9.760097461910592,9.67114201527453,9.58813904553623,18.787904056608586
66,9.829154539198983,9.713249694521068,9.638020289991708,18.995946865606665
67,9.878772423967112,9.725081835947037,9.660679061307615,19.319095737679323
68,9.938370208321668,9.742984261396835,9.738618366461942,19.715021211642615
69,9.960399895375552,9.783537972284844,9.750497097214831,19.90935992470803
70,9.988563360933792,9.811321482884498,9.762245209333939,20.14768805916689
71,10.075372847113638,9.835089453377595,9.780281101617195,20.492260886340645
72,10.187995361459041,9.86750690878775,9.788884895215093,20.74893320205914
73,10.246264904183592,9.879530518963133,9.826687152553282,21.124712225092743
74,10.328574406315157,9.89552646564649,9.87119347969174,21.397654406825446
75,10.338761687028232,9.915450171328148,9.951611078771062,21.716414061777318
76,10.384930655849498,9.926619987813924,9.995071815381076,21.95706078567182
77,10.442016647957686,9.9377898042997,10.04218915937693,22.26452984058429
78,10.559277320500785,9.9536979698748,10.082545387679525,22.570279752589805
79,10.651104081198156,9.965633798941928,10.172065315680229,22.883629542175633
80,10.665608077250832,9.9934703905384,10.191937925038967,23.05646033761967
81,10.677006583224744,9.999335935581701,10.220548858020525,23.333935078505426
82,10.752434166422551,10.014623839995227,10.226055065014501,23.62749559023699
83,10.839766389496644,10.024820403503286,10.251765117130535,23.936191066778825
84,10.867975752360902,10.060777506302161,10.275464944012693,24.249023919060033
85,10.979021035552352,10.083883979220506,10.300176427508958,24.510372630419585
86,11.038995245038164,10.099963109804369,10.33874261136459,24.788450192027067
87,11.079696394364756,10.112897921867024,10.369185870988417,25.004333207517103
88,11.201094687991942,10.118763466910325,10.375657382092777,25.197764774153676
89,11.231494681011135,10.130699295977454,10.398801615162007,25.38924527821479
90,11.24168196172421,10.149599311739399,10.419997457529444,25.647616684953352
91,11.298725390740316,10.161535140806528,10.427229291074516,26.042948210055567
92,11.427314016432529,10.173470969873657,10.456489375619176,26.219948099248978
93,11.54809825827316,10.185406798940786,10.48415485186986,26.53648719351737
94,11.555547290431637,10.197342628007913,10.557152033857232,26.80306599944683
95,11.593437272256377,10.220238931611718,10.562658240851206,26.97633802846845
96,11.70640675189705,10.250460413241687,10.575707891652163,27.183945329195883
97,11.728236570431758,10.285012913336413,10.59849487696469,27.389120438030876
98,11.804803737073597,10.295399912699843,10.607098670562587,27.57968372070868
99,11.885422143849594,10.305786912063272,10.611385748820883,27.847636339656635
100,11.984752448377943,10.3177227411304,10.629396957224014,28.15041912075349
101,12.066482508543434,10.342967959757587,10.633472850340066,28.429346999701114
102,12.217604659346708,10.354903788824716,10.651946116037273,28.671249208993665
103,12.225645354441088,10.365290788188144,10.685841101643822,29.028504514423
104,12.321000564716927,10.377226617255273,10.69012817990212,29.257112073488514
105,12.448943378906312,10.39612663301722,10.72924668714468,29.5613534912165
106,12.456984074000694,10.404730426615117,10.73622605392181,29.80895426732341
107,12.5288141644324,10.417427266394652,10.759834207760699,30.053351844499666
108,12.718352081316914,10.432101344016377,10.76804498442413,30.171918892923486
109,12.829014552828237,10.440705137614277,10.79527438012914,30.448667634527265
110,12.865666409210386,10.458493318299281,10.826761685508085,30.73699287132115
111,12.919981273509887,10.467097111897179,10.853916727580184,30.99568795265022
112,13.001377430580655,10.478245121973014,10.911343561896713,31.241372931150146
113,13.049353665495982,10.49094196175255,10.927257910675994,31.400035501911987
114,13.098120653433119,10.509329771043403,10.979915598050887,31.712850171006714
115,13.253123976051697,10.522026610822937,11.016074030647799,31.961912857079007
116,13.345710071152933,10.548044761338128,11.024677824245696,32.134715138980106
117,13.426543245038811,10.573470903410206,11.028029542146138,32.378361117059384
118,13.529317231761349,10.58616774318974,11.04662438948198,32.6024769611466
119,13.592711881215468,10.594771536787638,11.053603756259111,32.78839891296659
120,13.681151492738518,10.62036683536033,11.066136704635003,33.0399977187247
121,13.700152662369579,10.63230266442746,11.08328707999576,33.22046576585024
122,13.740951607342899,10.644238493494587,11.125079964174668,33.43224883340293
123,13.811084220926741,10.658212624826081,11.126628793878368,33.6650135571834
124,13.82919882968589,10.677852164467842,11.133346226133181,33.922691395596544
125,13.83664786184437,10.710508363187138,11.137633304391477,34.19669465898478
126,13.878048876969979,10.71637390823044,11.145389518739774,34.48498758021597
127,13.946933490795393,10.735149362684027,11.156775967037209,34.74440856952927
128,14.024548780697021,10.741014907727328,11.165379760635107,34.9512875361951
129,14.093183343005672,10.746880452770629,11.187373582104788,35.245434406423165
130,14.194358680812414,10.752745997813928,11.19602641483605,35.49614290356613
131,14.264681037529394,10.75861154285723,11.2001023079521,35.78121757740162
132,14.322132236265256,10.76447708790053,11.237459638246962,36.00639165884028
133,14.402664388551978,10.787843925514881,11.241535531363013,36.22800426678343
134,14.535897560860281,10.815188271963244,11.24898029544509,36.501225274075296
135,14.543938255954663,10.821053817006545,11.263275058554306,36.707182217193086
136,14.63490974003536,10.829745391712699,11.295973579880261,36.9495208097514
137,14.647281453594498,10.842680203775354,11.305204839277934,37.12290375222903
138,14.727743948598794,10.852879486190762,11.312369390690328,37.27672660054095
139,14.902935161885896,10.855617734745358,11.32153662471185,37.55824956440281
140,14.964623618577448,10.858355983299955,11.347923421710448,37.776147757781395
141,15.044870105359049,10.861094231854553,11.353421725229582,38.02989297218265
142,15.129768480504058,10.86383248040915,11.36202551882748,38.214717045684736
143,15.252641021118881,10.866570728963747,11.398652506645185,38.33213688403319
144,15.260681716213265,10.869308977518344,11.402728399761235,38.58061062588915
145,15.268722411307646,10.869308977518344,11.408681725912793,38.83350778584764
146,15.348672587982275,10.87204722607294,11.412757619028843,39.05990535652245
147,15.356713283076658,10.874785474627538,11.428907954271008,39.24351783400151
148,15.394243055037496,10.877523723182135,11.44262848377222,39.51327930467454
149,15.682835753512723,10.882615064087606,11.45623085073505,39.75012739062383
150,15.690876448607105,10.888497631163412,11.466256318201264,39.972431186004556
151,15.739096411511358,10.894380198239219,11.470332211317317,40.23865115361642
152,15.792621988525891,10.900262765315025,11.475619329694204,40.516897685992504
153,15.899984134845152,10.906145332390832,11.499659403700159,40.777572370481394
154,15.908024829939535,10.91202789946664,11.50373529681621,40.96948949498456
155,16.02548153052426,10.917910466542446,11.513760764282424,41.1476187642111
156,16.122550424947484,10.917910466542446,11.518047842540721,41.33364685070862
157,16.133956834396237,10.920437529954798,11.523997416890882,41.5911867661735
158,16.19048146101766,10.920437529954798,11.539589234170407,41.86519718166297
159,16.205980916648052,10.920437529954798,11.5604019501456,42.13256091641428
160,16.242036749180524,10.920437529954798,11.562542442785203,42.47890619967938
161,16.28455020441175,10.92296459336715,11.595001992161398,42.659790470834466
162,16.292590899506134,10.925491656779501,11.617198027182534,42.8443252180896
163,16.394118687480134,10.928018720191853,11.629793115668358,43.09590918821841
164,16.402159382574517,10.930545783604204,11.637549330016656,43.330874770808954
165,16.410200077668897,10.930545783604204,11.662922167371708,43.506851821085526
166,16.53629987180351,10.930545783604204,11.682275250364034,43.79342521666415
167,16.688078411483268,10.930545783604204,11.690928083095296,43.988638018955
168,16.738212864092965,10.930545783604204,11.701968162906164,44.15796874620342
169,16.913594533818934,10.930545783604204,11.730945368365088,44.438608865012625
170,17.008907501601648,10.930545783604204,11.739587990405433,44.687212694909945
171,17.156262825138832,10.937165893198193,11.747029597875855,44.859953165214
172,17.256267541005137,10.939692956610545,11.77999973601201,45.12297250991956
173,17.307946646270207,10.948290304046724,11.785286854388898,45.376433928613224
174,17.352111030106652,10.950817367459075,11.79940536803675,45.57808876870316
175,17.39978901221931,10.972724104455313,11.814441735689476,45.84623912942065
176,17.461656159133362,10.981321451891493,11.827152878594166,46.010296453877324
177,17.554117213465858,10.989918799327672,11.8756460085999,46.20462828122376
178,17.617704734050513,10.992445862740023,11.877194838303598,46.508532335737456
179,17.67185860462039,10.992445862740023,11.88127073141965,46.68449183594156
180,17.774401821771647,10.992445862740023,11.899535789337095,46.91314491901065
181,17.78244251686603,10.992445862740023,11.903611682453146,47.05331441539611
182,17.814858547326203,10.992445862740023,11.908898800830034,47.43002885350605
183,17.822899242420583,10.992445862740023,11.914185919206924,47.62736597102953
184,17.93991334021092,10.992445862740023,11.919473037583812,47.77137272624265
185,17.947954035305305,10.992445862740023,11.937738095501256,47.954426574338
186,17.955994730399688,10.992445862740023,11.98831878993717,48.196807959266074
187,17.974109339158836,10.992445862740023,11.992605868195465,48.39790650989151
188,18.03136910672689,10.99832842981583,12.010470884751843,48.6328212766441
189,18.128728902592655,11.000855493228181,12.026248866205936,48.88663766098671
190,18.26030584411014,11.003382556640533,12.031535984582824,49.08827996444911
191,18.37515963666037,11.005909620052885,12.036823102959712,49.40563758752617
192,18.40787893440644,11.005909620052885,12.040898996075764,49.62712315855477
193,18.435919890215423,11.005909620052885,12.046186114452652,49.81139633318791
194,18.56685775011378,11.005909620052885,12.050262007568703,49.96115305060409
195,18.620715530443583,11.005909620052885,12.079917232312225,50.17927548082976
196,18.67349015856922,11.005909620052885,12.087415636366087,50.40180420342536
197,18.69954850548295,11.005909620052885,12.091702714624384,50.61182789512738
198,18.763423884338593,11.005909620052885,12.109967772541829,50.8437736335103
199,18.79417553826596,11.005909620052885,12.11404366565788,51.02916431205368
200,18.80727650544224,11.005909620052885,12.115592495361579,51.25518199775733
201,18.809416998081844,11.008647868607481,12.13064289741147,51.52760099625493
202,18.88457428332343,11.008647868607481,12.138811836709158,51.80662877124483
203,19.042099601229083,11.008647868607481,12.14095232934876,51.91877648924002
204,19.176962533743865,11.008647868607481,12.154377960913967,52.247069258209784
205,19.260526371212492,11.008647868607481,12.158453854030018,52.437802766941516
206,19.275580624897078,11.008647868607481,12.160594346669622,52.60908250215298
207,19.27772111753668,11.008647868607481,12.170619814135836,52.74903905504824
208,19.279861610176283,11.008647868607481,12.172760306775439,53.03177007939178
209,19.299744711611474,11.008647868607481,12.181378403498492,53.28697193268228
210,19.31986138909624,11.008647868607481,12.189568995536458,53.6079569515544
211,19.370058221566882,11.031529374303236,12.19364488865251,53.861840127766186
212,19.4184135500613,11.031529374303236,12.211909946569955,54.142527948678875
213,19.45515108945969,11.03212103723914,12.236477570653708,54.31489523951757
214,19.457291582099295,11.032712700175043,12.240553463769759,54.470382291512564
215,19.47647809237104,11.03545094872964,12.259612290904666,54.74098513323689
216,19.5439592526788,11.03545094872964,12.274648658557393,54.93165437719283
217,19.59401125292448,11.056761179036322,12.277175721969744,55.133212341948514
218,19.6458048916902,11.062643746112128,12.284155088746875,55.449585434682376
219,19.727635283087945,11.062643746112128,12.286295581386478,55.659171391359145
220,19.793384001305547,11.065381994666726,12.290371474502528,56.00546541311464
221,19.85312919791108,11.065381994666726,12.296013350387865,56.18135984559923
222,19.85526969055068,11.065381994666726,12.297562180091564,56.408688620363854
223,19.965932718257033,11.068120243221323,12.323922857547696,56.60384100479465
224,20.163428910623267,11.070858491775919,12.327998750663747,56.78477019626528
225,20.319267006861963,11.073596740330517,12.337828072647637,56.98432625098379
226,20.35427352953037,11.076334988885113,12.339376902351336,57.25811454739259
227,20.383082163890915,11.079073237439712,12.341903965763688,57.55059470062814
228,20.497984000890025,11.081600300852063,12.367782921818584,57.63958681557525
229,20.54162658810904,11.081600300852063,12.370309985230936,57.795401159043045
230,20.610813819235613,11.081600300852063,12.374385878346986,57.980526304785506
231,20.679286208271726,11.081600300852063,12.378461771463037,58.17770832830397
232,20.733329880263454,11.081600300852063,12.382537664579088,58.39490551442153
233,20.829960888740057,11.081600300852063,12.386613557695139,58.61537171568328
234,20.839841973889914,11.09658323487092,12.395472942580222,58.82703402989351
235,20.841390803593615,11.09658323487092,12.399548835696272,59.120737933519266
236,20.891902658293525,11.09658323487092,12.401689328335875,59.34340316691542
237,20.950214552937407,11.099321483425516,12.417603815573937,59.470264243504644
238,21.032894525652466,11.102059731980114,12.423486382649745,59.69990042374327
239,21.11256246313931,11.10479798053471,12.42777346090804,59.97568846988973
240,21.185675258153317,11.110680547610517,12.42932229061174,60.25689455752695
241,21.237047483619946,11.113418796165115,12.431462783251344,60.4836263230968
242,21.270709843560553,11.116157044719712,12.440080879974397,60.66410331072484
243,21.272850336200158,11.11889529327431,12.445722755859734,60.83657074109457
244,21.27499082883976,11.121633541828906,12.449798648975785,61.160292358055734
245,21.33560317901089,11.124371790383503,12.46806370689323,61.37596436730871
246,21.337743671650493,11.1271100389381,12.47059077030558,61.5108823901745
247,21.402012412564268,11.129848287492697,12.480208907147226,61.747079222169404
248,21.4853225919188,11.129848287492697,12.487285677451364,61.956079242584416
249,21.541110846155572,11.135278824566127,12.499500083755734,62.18019781570249
250,21.611425579878947,11.135278824566127,12.504787202132622,62.32695512699447
251,21.643061711100124,11.135278824566127,12.566319599040659,62.514139067438826
252,21.64520220373973,11.135278824566127,12.571606717417549,62.70209989387594
253,21.68080038934404,11.135278824566127,12.5756826105336,62.922860375766945
254,21.706685402738625,11.135278824566127,12.577231440237298,63.13323953402569
255,21.70882589537823,11.135278824566127,12.58130733335335,63.36352600596731
256,21.71096638801783,11.135278824566127,12.585594411611646,63.67546187038427
257,21.76782178465197,11.136490049826964,12.589881489869942,63.8235829359384
258,21.814379514181258,11.137701275087803,12.601132754823057,64.0029570731183
259,21.87626498239793,11.13891250034864,12.610512919381582,64.19189331735718
260,21.980436720416048,11.140123725609477,12.612061749085282,64.42187809211903
261,21.982577213055652,11.141334950870315,12.616348827343579,64.60696313798664
262,21.984717705695253,11.141334950870315,12.617897657047278,64.86382812227109
263,21.991262694782716,11.141334950870315,12.619446486750977,65.0808854675911
264,22.047232344394523,11.141334950870315,12.620995316454678,65.3808419658397
265,22.07215784283418,11.141334950870315,12.622544146158377,65.51263193224182
266,22.10646060172082,11.141334950870315,12.652120620115403,65.75344327256627
267,22.13704333206723,11.141334950870315,12.65488067507994,65.95612933222107
268,22.188572931675267,11.141334950870315,12.661352186184299,66.13659980323753
269,22.285593503264487,11.141334950870315,12.677883949906857,66.49556304656754
270,22.370289289554435,11.141334950870315,12.681959843022907,66.73737023030517
271,22.411233312031023,11.141334950870315,12.687839691191364,66.94268347182371
272,22.512514635484226,11.141334950870315,12.710720430698911,67.14835119809825
273,22.569470813705728,11.141334950870315,12.714072148599353,67.31203928479167
274,22.57161130634533,11.141334950870315,12.718148041715404,67.54021351318256
275,22.618018357270635,11.141334950870315,12.719696871419103,67.65997129219423
276,22.65063699196285,11.141334950870315,12.721245701122802,67.9209847905909
277,22.65277748460245,11.141334950870315,12.722794530826501,68.16147016031907
278,22.668125700736972,11.160627080211027,12.755157864122197,68.40072276202933
279,22.670266193376577,11.160627080211027,12.759444942380494,68.65309284189564
280,22.71658833471459,11.161838305471864,12.763520835496545,68.83107028203413
281,22.7687035553809,11.161838305471864,12.765661328136147,69.00442808299474
282,22.7708440480205,11.161838305471864,12.773417542484445,69.16001778048398
283,22.772984540660104,11.161838305471864,12.776155791039042,69.35117335130121
284,22.867521205197868,11.161838305471864,12.777704620742742,69.51430296487759
285,22.875611272187633,11.167787879822027,12.779253450446442,69.7038066904376
286,22.934652298622286,11.17373745417219,12.781393943086044,69.87657026744337
287,23.032780565588567,11.179687028522354,12.785681021344342,70.16239718214236
288,23.090113189065608,11.179687028522354,12.789968099602637,70.33259048330584
289,23.109163311340357,11.179687028522354,12.794255177860935,70.50377759922553
290,23.111303803979958,11.179687028522354,12.795804007564634,70.78610759423505
291,23.113444296619562,11.179687028522354,12.79856406252917,71.02955828424972
292,23.128449178408765,11.179687028522354,12.800704555168773,71.25624390190015
293,23.210661377607686,11.179687028522354,12.804780448284825,71.4227832079231
294,23.243315738860808,11.179687028522354,12.830983341390398,71.78908672371918
295,23.24545623150041,11.179687028522354,12.84793256115633,71.9955612302589
296,23.285848078104074,11.179687028522354,12.850073053795933,72.15291699834917
297,23.323205408398938,11.179687028522354,12.851621883499632,72.32468508017497
298,23.32534590103854,11.179687028522354,12.85590896175793,72.60067841395744
299,23.370141499547707,11.18242527707695,12.868371451971885,72.69424132988885
300,23.417400209359982,11.185163525631548,12.928100062914769,72.86853568010062
301,23.46476380249013,11.202884708205001,12.93464505200223,73.09767820777424
302,23.554814452891467,11.205411771617353,12.93993217037912,73.32709897915885
303,23.611441045825067,11.207938835029704,12.96886867172114,73.5542307963867
304,23.671186242430597,11.211677123702895,12.971628726685676,73.70254935160008
305,23.72758408871378,11.214204187115246,12.980109116249588,73.86861601273732
306,23.791400937787003,11.216731250527598,12.982847364804186,73.98645085917296
307,23.899361799032754,11.216731250527598,12.986923257920239,74.24270380082822
308,23.901502291672355,11.217322913463502,12.995436274318758,74.40677330031393
309,23.90364278431196,11.217322913463502,13.001907785423118,74.61750081769335
310,23.96003441089614,11.217322913463502,13.003456615126817,74.74904970700169
311,24.053768100121154,11.217322913463502,13.030682149357222,74.93469054341082
312,24.080744465691584,11.217322913463502,13.037661516134353,75.06440685912966
313,24.114376186988927,11.217322913463502,13.039210345838052,75.26126227714506
314,24.226047608767658,11.223272487813663,13.045090194006509,75.41467712652194
315,24.298994876573722,11.231960310718424,13.082135522143744,75.66576506505338
316,24.301135369213327,11.240436948480937,13.087422640520634,75.79657385028909
317,24.361655551395764,11.242964011893289,13.10595277346531,75.95601216732035
318,24.4172945295523,11.24549107530564,13.107501603169009,76.14533577307105
319,24.43322414563223,11.248018138717992,13.111577496285062,76.36965051409052
320,24.43536463827183,11.250545202130343,13.115653389401114,76.60530434187466
321,24.446873717274222,11.253072265542695,13.124758068735536,76.89542838968023
322,24.469901348382983,11.255599328955046,13.160917633826699,77.12431903241207
323,24.476134887204225,11.258126392367398,13.164993526942752,77.36842369677996
324,24.47827537984383,11.26065345577975,13.169069420058804,77.53762196381346
325,24.541800406974748,11.263180519192101,13.173356498317101,77.71684853005901
326,24.561818899985884,11.265707582604453,13.181974595040156,77.87105958530091
327,24.595807005631322,11.268234646016804,13.188446106144516,78.14205334596673
328,24.70059766585246,11.268234646016804,13.189994935848215,78.31170035071588
329,24.72212558895878,11.268234646016804,13.191543765551916,78.43179107308045
330,24.768416015276888,11.268234646016804,13.19704206907105,78.65443278411324
331,24.7898486372572,11.268234646016804,13.202921917239507,78.91907279661778
332,24.791989129896805,11.268234646016804,13.208420220758644,79.07703573082904
333,24.876029991355317,11.268234646016804,13.212707299016941,79.1887183120356
334,24.931763126056094,11.268234646016804,13.214847791656544,79.48181841843913
335,24.933903618695698,11.268234646016804,13.218923684772596,79.60099059056063
336,24.963351708206645,11.268234646016804,13.222999577888647,79.8113083151209
337,25.081646841303524,11.268234646016804,13.224548407592346,80.00741078073041
338,25.11109493081447,11.268234646016804,13.232955319173154,80.21377811213932
339,25.167573361740615,11.268234646016804,13.234504148876855,80.45608326821659
340,25.270058962042192,11.288198826906708,13.234504148876855,80.66433479192477
341,25.294393087377827,11.301995747908746,13.238791227135152,80.84840441038634
342,25.415936098049,11.315792668910785,13.249831306946025,81.15249531423335
343,25.588693473635388,11.315792668910785,13.25571115511448,81.39494835127519
344,25.641887676267334,11.315792668910785,13.262802228543773,81.58844196314551
345,25.70246718148697,11.315792668910785,13.273259016327438,81.84159561893236
346,25.72909435754882,11.315792668910785,13.279730527431798,81.97363097326591
347,25.78642234648754,11.315792668910785,13.298260660376474,82.14152015852436
348,25.788562839127145,11.315792668910785,13.299809490080174,82.32493950620487
349,25.851390686904676,11.315792668910785,13.30256954504471,82.58578647850128
350,25.85353117954428,11.315792668910785,13.30256954504471,82.84619442841964
351,25.85760707266033,11.315792668910785,13.326089930715028,83.0165133011428
352,25.934326417492475,11.315792668910785,13.334179997704794,83.23458536879538
353,26.031745690417466,11.315792668910785,13.336320490344397,83.4485201712545
354,26.08803706174491,11.315792668910785,13.342200338512853,83.62593063877486
355,26.090177554384514,11.315792668910785,13.343749168216553,83.83155016630283
356,26.14953473667788,11.315792668910785,13.348036246474852,84.13169599631348
357,26.24187032725688,11.315792668910785,13.34958507617855,84.40993161949024
358,26.24401081989648,11.315792668910785,13.37768183414433,84.49980153996793
359,26.377838946194665,11.315792668910785,13.396211967089005,84.66428537122037
360,26.447673011921665,11.315792668910785,13.397760796792705,84.92726726851633
361,26.44981350456127,11.315792668910785,13.399309626496404,85.11171979395075
362,26.46575091820291,11.315792668910785,13.403596704754701,85.30447427680355
363,26.546948123148603,11.315792668910785,13.405145534458402,85.5097228169773
364,26.599141596990812,11.315792668910785,13.409221427574455,85.71522668506476
365,26.601282089630416,11.315792668910785,13.410770257278154,85.91486177608286
366,26.663463442102284,11.318319732323136,13.415057335536451,86.11398720197896
367,26.733777359672253,11.320846795735488,13.417197828176054,86.33726681118118
368,26.793522556277782,11.32337385914784,13.421484906434353,86.58132734180447
369,26.827834677937396,11.32590092256019,13.427956417538713,86.7610475045407
370,26.91078356132141,11.328427985972542,13.429505247242412,86.9252630083587
371,27.007601228307813,11.33116623452714,13.43379232550071,87.09296635375048
372,27.05239682681698,11.33116623452714,13.435932818140312,87.32890906540553
373,27.142755888176218,11.33116623452714,13.437481647844013,87.52648873865829
374,27.144896380815823,11.333693297939492,13.443953158948371,87.73814869719259
375,27.18087048527097,11.336220361351844,13.445501988652072,87.8867514533055
376,27.265150663239023,11.336220361351844,13.447050818355772,88.03627479609497
377,27.267291155878628,11.34210292842765,13.475390301735464,88.19327423686372
378,27.336540985613453,11.34210292842765,13.503622090782295,88.30602864021549
379,27.396861259492244,11.34210292842765,13.510093601886656,88.52139347600449
380,27.399001752131845,11.34210292842765,13.514169495002704,88.74172782399381
381,27.40114224477145,11.34210292842765,13.518456573261002,88.95457712352841
382,27.403282737411054,11.34210292842765,13.524336421429458,89.09428722930457
383,27.430952154357737,11.34210292842765,13.526476914069061,89.31794697450127
384,27.521843144125114,11.34210292842765,13.528617406708666,89.52592583016954
385,27.588785496791598,11.34210292842765,13.532904484966963,89.78585817982008
386,27.590925989431202,11.34210292842765,13.55879885515725,89.94214966343756
387,27.65593611380453,11.34210292842765,13.563085933415547,90.18032917873538
388,27.72870784224192,11.34210292842765,13.564634763119248,90.38806336663131
389,27.749378584523974,11.34210292842765,13.5687106562353,90.56444730997376
390,27.82348917952421,11.34210292842765,13.570851148874903,90.76602401783182
391,27.825629672163814,11.344629991840002,13.572399978578602,90.92055498425772
392,27.86770570462436,11.344629991840002,13.573948808282301,91.0763941148067
393,27.964807241513064,11.344629991840002,13.608083963923116,91.24035542689029
394,27.965398904448968,11.344629991840002,13.612159857039169,91.48532343245233
395,28.037151481453076,11.344629991840002,13.618039705207625,91.68228334412366
396,28.106102801964948,11.344629991840002,13.622115598323678,91.88055491267595
397,28.200218667520318,11.344629991840002,13.624875653288214,92.09380579166053
398,28.2971673635764,11.344629991840002,13.626424482991913,92.22610812427295
399,28.299307856216,11.344629991840002,13.641772699126438,92.32711635409805
400,28.318129569906176,11.344629991840002,13.645848592242487,92.53009441753512
401,28.354742822682624,11.344629991840002,13.64798908488209,92.66454380011957
402,28.395721903207345,11.344629991840002,13.649537914585789,92.80933827775915
403,28.47824573420533,11.344629991840002,13.655491240737348,92.96983021783475
404,28.517573254195845,11.344629991840002,13.65763173337695,93.20953309819674
405,28.61648485141642,11.344629991840002,13.674771610542226,93.4171025206049
