Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.5791540705695442,0.7051263034098812
1,1.101974401999805,1.1185773277321245
2,1.6336843634470348,1.6502872891793543
3,2.1653943248942644,2.2137398299921514
4,3.0810881367476073,2.2137398299921514
5,3.603908468177868,3.129433641845494
6,4.519602280031211,3.616938543459257
7,5.042422611461472,3.976259011819844
8,5.5741325729087015,4.546562354695749
9,6.096952904338963,5.1168656975716535
10,6.619773235769223,5.476186165932241
11,7.378073815950699,5.476186165932241
12,7.737394284311286,5.999006497362501
13,8.096714752671872,6.521826828792761
14,8.559881159236776,6.984993235357665
15,8.559881159236776,7.44815964192257
16,8.559881159236776,8.363853453775912
17,8.559881159236776,9.144048056337367
18,9.235751229105439,9.496921702316556
19,9.528500427402667,10.172791772185219
20,9.528500427402667,10.751945842754763
21,9.991666833967571,11.31539838356756
22,10.551400655491053,11.893292182916557
23,10.551400655491053,12.38079708453032
24,10.551400655491053,12.98958278175382
25,10.551400655491053,13.625585554651277
26,11.111134477014534,14.30145562451994
27,11.524585501336777,15.080717124962408
28,11.524585501336777,15.659871195531952
