Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit,thompson check
0,0.5269750327716813,0.4533257944102556,0.4533257944102556,0.4533257944102556,0.5261072551911601
1,1.0933647010114567,0.9182375413790391,0.9182375413790391,0.9182375413790391,1.0983415270137982
2,1.5817906173209628,1.4544250533527499,1.4544250533527499,1.4544250533527499,1.5108513532861818
3,1.9856586375102812,2.144030608333103,2.144030608333103,2.144030608333103,1.9588562966519087
4,2.3405236261186997,2.492114567352449,2.492114567352449,2.492114567352449,2.2994019250907614
5,2.6100815199377747,2.9182879825354995,2.9182879825354995,2.9182879825354995,2.6271131036793074
6,2.8073393395164,3.4416619511641833,3.4416619511641833,3.4416619511641833,3.093418677156124
7,3.1937775054249244,3.960660113186928,3.960660113186928,3.960660113186928,3.3634762549723023
8,3.4550520776232276,4.457093827945248,4.457093827945248,4.457093827945248,3.607822598119335
9,3.683383868458711,5.087369866403057,5.087369866403057,5.087369866403057,3.9129411749466554
10,4.131056794302578,5.099546587248438,5.465701699271373,5.26821418370335,4.365899655514883
11,4.566042393235937,5.126422952077711,5.906485993268275,5.47288975200531,4.804455494466806
12,4.876652055380083,5.180768497855208,6.157031929380226,5.780159836078871,5.067367007796272
13,5.094627057474265,5.27640654495604,6.439032131799287,6.059580205294165,5.2337038488467424
14,5.2560746217297645,5.459960218987368,6.845157177858598,6.325234500698816,5.426231568496278
15,5.386228098569695,5.576644750229338,7.322049115165581,6.553073984096336,5.655179583153661
16,5.65196591236999,5.671096250865041,7.744663546635832,6.923026731111472,5.937267849327276
17,5.9223542972277246,5.741800660590208,8.125682284774323,7.362883784658679,6.162748996525858
18,6.1603807214958515,5.744265323615986,8.579021000988657,7.6311933822323805,6.396543767942182
19,6.414489686672839,5.828933909569654,9.072821372836572,7.945698359662406,6.493118035771159
20,6.572547803584149,5.828933909569654,9.486413405259002,8.15259490108143,6.605363889005081
21,6.7658397035658435,5.89486017965715,9.993900560382,8.284907312872146,6.771001408607513
22,6.948827532407496,5.962461263068998,10.18144149392888,8.470798718360168,6.895735690937324
23,7.093590321826971,6.083605765600505,10.461835866437424,8.717267818909944,7.093446469856107
24,7.39153812296954,6.152283113954086,10.86062861609041,8.977003961837559,7.3015831737053505
25,7.705648234770287,6.2816279974049385,11.166260474361213,9.144814798822294,7.421092568082457
26,7.9700516579096305,6.42936616820742,11.546171052112319,9.32048913214959,7.5290465252496235
27,8.185917834606345,6.507667112299953,11.911562147754436,9.430130773599686,7.640216313316917
28,8.316706468804194,6.615743071326807,12.34630969475985,9.486270907834832,7.824951146845505
29,8.446786762390786,6.65415298923453,12.5545798401789,9.500688454177183,8.013469876973911
30,8.643622115341952,6.677684883575894,12.81709049343036,9.540087075434597,8.270285353985722
31,8.74958444068012,6.762932584226249,13.05838425848862,9.554668996860192,8.357227318535694
32,8.808626732924504,6.778112215472435,13.223961386548249,9.589474417725395,8.432052024685849
33,9.07277208319937,6.800390114174083,13.403150716137322,9.661923593243962,8.540005981853014
34,9.179535287779359,6.9372622245221915,13.61433463870282,9.790122430780945,8.65213797292613
35,9.425096839363725,7.085995621856457,13.853410155184225,9.884387411904813,8.77059158291695
36,9.491194534051145,7.176864838361304,14.0347444313306,9.985549566977731,8.923887814804953
37,9.80411924359097,7.23880301632059,14.171886114539333,10.053192454658737,9.099413818889905
38,9.95694543363013,7.335361314447248,14.379189296187619,10.227584080207086,9.193523423693104
39,10.018934369727221,7.421626641403355,14.597846845764044,10.230048743232864,9.343142503340744
40,10.018934369727221,7.503643469982123,14.783631261809063,10.261276614850281,9.578946748438458
41,10.041212268428868,7.644234363839333,14.933467386654538,10.286582444500931,9.769515597274392
42,10.25742854285605,7.649701937265915,15.063582526419058,10.357038201731621,9.887969207265211
43,10.311404764085875,7.681936308988415,15.256411856738561,10.391268983749843,9.982229552097593
44,10.440785671515453,7.695065417793684,15.407329312218517,10.465375048915035,10.076339156900792
45,10.527624775337,7.768639643826049,15.506765277648327,10.512297728180055,10.227136057787986
46,10.627250225200687,7.810885209560526,15.738608626449047,10.586937862170133,10.345589667778807
47,10.66197918754666,7.813349872586303,16.00046434192907,10.592405435596715,10.44916672887464
48,10.736918655231573,7.8377615743897975,16.143692399539333,10.654536382008175,10.655923991557286
49,10.92804045505827,7.89151112363191,16.33484934973735,10.729732062832163,10.728284034681662
50,11.004381506115227,7.916791932734364,16.541547870339038,10.755037892482813,10.800644077806039
51,11.12131432533094,7.940921536896319,16.703810677007503,10.75750255550859,10.91909768779686
52,11.280019037633348,7.940921536896319,16.850828647810207,10.77891134691128,11.006039652346832
53,11.481504541905684,7.957053556102393,16.923597018952034,10.832735923670546,11.078399695471209
54,11.543817592358886,7.987603382558866,17.111755597016675,10.853862617431696,11.150759738595585
55,11.758318459233553,8.066195029559575,17.14432302684381,10.856327280457474,11.223119781719962
56,11.85832000546171,8.11054103453198,17.363721359311654,10.878605179159122,11.295479824844339
57,12.051753161404573,8.113005697557758,17.42045754478728,10.900013970561812,11.449774663345753
58,12.10070270731612,8.118473270984342,17.60944746497432,10.937745843308589,11.55944199139309
59,12.150348191987558,8.195951091832868,17.688168298300887,10.949160479250136,11.631802034517467
60,12.27661790291969,8.239482033528322,17.734299043319893,10.982745991498206,11.706626740667621
61,12.46665736784377,8.309940558372162,17.874668694044427,11.00996789191024,11.778986783791998
62,12.681499132338189,8.315408131798744,17.90078224057283,11.044831301741759,11.853811489942153
63,12.755608405522164,8.396838833502027,18.04273755381464,11.047295964767537,11.928636196092308
64,12.755608405522164,8.550613048521871,18.214492054957567,11.110055744722173,12.049174097745725
65,13.038961754295489,8.646634738111088,18.39966362109903,11.14730429715128,12.12399880389588
66,13.041426417321265,8.676270801013219,18.486742633510673,11.200865451145171,12.196358847020257
67,13.296117540295114,8.74850092478002,18.54922027478807,11.206333024571753,12.268718890144633
68,13.530077219945388,8.83059146824097,18.589380881714195,11.26589568282321,12.372295951240469
69,13.576184889386477,9.001490019627072,18.601557602559573,11.294473892377392,12.444655994364846
70,13.824070023029046,9.001490019627072,18.67191406607119,11.32518783300906,12.571894850185057
71,14.016225307594713,9.146348649087624,18.674378729096965,11.340781604840107,12.64671955633521
72,14.043707588349594,9.212026730159538,18.7592897727066,11.34624917826669,12.733661520885182
73,14.107084902275876,9.23814027668794,18.761754435732378,11.388548503479042,12.808486227035335
74,14.440475079993586,9.241143187088745,19.090158846628835,11.39101316650482,12.883310933185488
75,14.543095049253541,9.276206706532918,19.16981322926977,11.446956195984779,12.95813563933564
76,14.602765301199526,9.300618408336412,19.227744565914893,11.529350245278925,13.032960345485794
77,14.74134160814955,9.438826175660774,19.301247230282875,11.553223699707392,13.112638768892577
78,14.74134160814955,9.511150232328685,19.351060930486188,11.623296330293595,13.184998812016953
79,14.852608577858842,9.514153142729489,19.5226798607971,11.625760993319371,13.25735885514133
80,15.04510656108701,9.692121708357183,19.55022061530596,11.656457655594243,13.329718898265707
81,15.28451291185363,9.697589281783767,19.623521333278504,11.658922318620021,13.440888686333002
82,15.504980031588303,9.703056855210349,19.628988906705086,11.794438821055554,13.513248729457379
83,15.666624145801766,9.780460985921042,19.64040354264663,11.809020742481149,13.588073435607532
84,15.804873648323886,9.796054757752088,19.68813467167424,11.809020742481149,13.667751859014317
85,15.990384007689752,9.799057668152894,19.73238551060207,11.830429533883837,13.74257656516447
86,16.12863283888099,9.810472304094441,19.775295522732335,11.832894196909615,13.814936608288846
87,16.15826890178312,9.81293696712022,19.812544075161444,11.845070917754995,13.887296651413223
