Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,LinTSTheta
0,1.0029403741316394,0.5965699876443257,0.693839948980899
1,0.5737636545401109,0.5977789917872222,0.6332914786308811
2,0.357807181430522,0.5974529250315845,0.6159363009095279
3,0.35603450160650707,0.5972430853641697,0.5400792115497491
4,0.3554374658569512,0.5967520617725888,0.5295043162215258
5,0.3466589147001975,0.5964940502585561,0.5243399085353637
6,0.3473099927833775,0.4488130841745072,0.5171334753283071
7,0.3602814449557148,0.45062224233967074,0.5190022098243079
8,0.35242043935889206,0.45038290824879035,0.5154020639658241
9,0.35102900349311356,0.45059652928243565,0.513630303238487
10,0.3487767056796955,0.4503174813938592,0.511231560377334
11,0.3463026239410106,0.44954877653639985,0.5080065121350081
12,0.3462221017085407,0.4496107542061476,0.5070849806734725
13,0.3485056959593041,0.45086851809426104,0.5088509402991949
14,0.34624682248306965,0.44979510424651925,0.5058654645164853
15,0.3457630873806159,0.44951146876840203,0.504584809674518
16,0.34615111219399847,0.44986076838950445,0.5048070957329679
17,0.34692430219294174,0.44941857503307614,0.503373151846561
18,0.34630859679728987,0.4489167884306005,0.5017411378318248
19,0.3462185033163388,0.4487563387927738,0.5009601141699189
20,0.3459235772250072,0.44888350013609285,0.5010351312106188
21,0.3459142221134813,0.44892771078889343,0.5008938005996392
22,0.3459081463151947,0.44919115739535287,0.5012858938230483
23,0.3460410747685011,0.44954703045640176,0.5018091555790486
24,0.3459731596561123,0.44944116073015367,0.5013918878834378
25,0.34590757355510227,0.44901288773241893,0.5002966746828568
26,0.34610680678823846,0.44887104275599865,0.4998051766394661
27,0.3461760164647156,0.448579548906801,0.4988823385548945
28,0.3461217814073097,0.4486730181036264,0.49903291779329634
29,0.3460959462881851,0.44880033283973436,0.4992479122392001
30,0.3504439304823607,0.4485289944532834,0.4984012366093295
31,0.35045780207635746,0.4485306549616407,0.49831568110819535
32,0.3504893663548857,0.448517554806919,0.4981908754469127
33,0.3505372258894294,0.44849510683509125,0.49804232395987724
34,0.3504617334991424,0.448565524963553,0.4981826414456851
35,0.350474683160941,0.44856503599794856,0.498112164784386
36,0.3507100514471318,0.44843198304013565,0.4976323944010554
37,0.3508846770430072,0.448378588926182,0.49737318971711597
38,0.3507906609063356,0.44841320358347925,0.4974560629376755
39,0.35071691405310323,0.4484480531377852,0.49752737031696614
40,0.3508019026901482,0.44841949300498235,0.4973829458120746
41,0.3507646092295785,0.4484389351804065,0.4974052531666322
42,0.3506272874134801,0.4485127725945054,0.49758906575545025
43,0.35047973955064343,0.448637487105529,0.49787457834386045
44,0.3505374317266101,0.4486082599643043,0.49776081278774587
45,0.3506661898457811,0.44850152517661673,0.4974389944629302
46,0.35063602410446,0.44850993775822096,0.4974273376842629
47,0.3504898972174439,0.4486337603229963,0.4977107015276414
48,0.350484160190545,0.4486298328000049,0.49766721674561654
49,0.3504239838276592,0.44871512582746553,0.497829541218546
50,0.35039092540717076,0.44878843620207526,0.49795432366185494
51,0.35039032219848315,0.44879916299645034,0.49794501563263915
52,0.34802742107613927,0.4488294267876937,0.4979763846487015
53,0.34803553330313436,0.44898773221670474,0.4982531257025528
54,0.34803431466824725,0.4489912318319798,0.4982301498639811
55,0.34789706421031147,0.44903950788498004,0.49829014943758243
56,0.34648617694497075,0.4490754704232139,0.4983270930307552
57,0.3464791870113282,0.44902670662486704,0.4982130170903252
58,0.34649196775502594,0.44887066277010973,0.4978974670478086
59,0.34649415865690897,0.4488677874838033,0.49786857437562887
60,0.34649896310650996,0.4488563126556759,0.49782405531354335
61,0.3465627631395581,0.44872897431050623,0.49754930890916504
62,0.34667585075658985,0.4486103571828923,0.4972736672275566
63,0.346650038266366,0.4486354573065098,0.4973114792963056
64,0.3467557456080459,0.44858523700901237,0.49718057783449243
65,0.34685103849902954,0.44849897763428576,0.49695469907944634
66,0.34684941918923834,0.4485023225766303,0.49694781702768326
67,0.3468557787119301,0.4484998277331133,0.4969265362276044
68,0.34693511190125376,0.4484528049147468,0.4967879629359803
69,0.3470022827583458,0.4484220348486386,0.4966870882049096
70,0.3470459535753325,0.4484054193630145,0.49662455906954367
71,0.34699808741482646,0.44842632389304427,0.49667447082041105
72,0.34729804904542877,0.4485144254344635,0.49689497568758545
73,0.34747511038389867,0.4484594184986537,0.4967423715078851
74,0.34736644774075537,0.4484917816686959,0.49681449839045716
75,0.3472641998823219,0.4485270302960878,0.4968891132410662
76,0.34726124857624885,0.4485283048723726,0.496880694913152
77,0.34753035688138856,0.44844405226556794,0.4966568621583703
78,0.3476356713142635,0.44841795431999915,0.4965737927722438
79,0.3473308161515484,0.4485038650386269,0.49678980802881084
80,0.3475664787085031,0.4484343149750604,0.49660065975339357
81,0.3475924668402885,0.44842767861306115,0.49657302770635625
82,0.34761986178400445,0.44842088623554677,0.4965450219773888
83,0.34768729894014183,0.44840529838531856,0.49649152044601486
84,0.3475259735951939,0.44844437381818586,0.49659211565109845
85,0.3473760391260623,0.44848897216466066,0.49669730466421164
86,0.34722558113561747,0.44854401340765904,0.49681809615273487
87,0.3466631629870953,0.44854824129404963,0.49681904789808773
88,0.34663156336933637,0.4485622010849547,0.4968417116640385
89,0.34661997374471754,0.448567637855197,0.49684539760041924
90,0.346463308574529,0.4486501416857382,0.4970103320914817
91,0.3449158752322484,0.44872033653766186,0.49713995859994625
92,0.34484658996468204,0.4487885445457822,0.4972593528546314
93,0.3448861487917025,0.4487472506648648,0.4971744503870353
94,0.344858861592682,0.44877484777930704,0.49721768712349496
95,0.34479943720221146,0.44884665532223683,0.4973393206385398
96,0.3448329683140608,0.44880377867610155,0.4972546930672194
97,0.3448551092730422,0.4487784437309243,0.4972009891112461
98,0.34485698181973373,0.44877625741430555,0.4971895616697259
99,0.3447540931602938,0.44891843350795635,0.4974327341920888
100,0.3447686875643303,0.44889335527872537,0.4973823242791458
101,0.34546380241714286,0.4490003439417787,0.4975549042358266
102,0.3454814122064856,0.44898270560585596,0.4975184212727286
103,0.3454061548875852,0.4490579030174618,0.49763391204846297
104,0.34550966838699426,0.4489551460277624,0.49745846691205525
105,0.34549018662077535,0.44897176829937374,0.49747923144771866
106,0.3455734704016048,0.4488998823631085,0.497351991017605
107,0.34558400893905006,0.4488906258955023,0.49732979404843297
108,0.3455715066118765,0.4488994711872896,0.49733853646734144
109,0.34558917876363154,0.44888466268500216,0.49730717218092757
110,0.34554383677481537,0.44892017402552054,0.49736116107251305
111,0.3456506149787327,0.44883752627664136,0.49721417128386985
112,0.3457568606845663,0.4487676079487617,0.4970849082530232
113,0.3457066614094304,0.4487978617898708,0.49713341080317114
114,0.34572409195509274,0.44878576519254726,0.4971065626925663
115,0.3457010493571339,0.44879957956590005,0.49712571809660105
116,0.34572733401741457,0.4487818106318023,0.4970890697334923
117,0.3457391292813009,0.4487735223165001,0.49706923829905614
118,0.345707814045017,0.44879242449874424,0.4970977578999704
119,0.34567118610828707,0.44881593094527533,0.49713397578842333
120,0.3456145046776337,0.4488556900421229,0.4971975250400758
121,0.3457008779791033,0.4487943291093245,0.49708658566846015
122,0.34571031026636206,0.44878734128467823,0.49706963700328605
123,0.3457601557561977,0.4487553576758949,0.49700833888111745
124,0.3457814399504133,0.44874186169874436,0.4969796814708447
125,0.3456922756960514,0.4487967492695542,0.4970725917109125
126,0.34580951710641644,0.44872404873880023,0.49693888268604436
127,0.3465511293115612,0.4486877822651719,0.4968681094067656
128,0.34644215113119775,0.4487439161596152,0.49696644239725474
129,0.34637188085459375,0.44878436915753805,0.4970339589752896
130,0.3462994186149758,0.4488304416318856,0.49710948144186945
131,0.34646919044962937,0.4487278271068754,0.49692557981811986
132,0.34625694553497655,0.4488594123874654,0.49715044276260834
133,0.34622020941732307,0.44888635277759203,0.4971914511725217
134,0.34627339403557705,0.44884714070963816,0.49712186127231867
135,0.3463416034527492,0.44880110730624245,0.4970395124935631
136,0.3463061123990959,0.448824048722378,0.49707509639727904
137,0.3462527674882619,0.4488610875684932,0.4971338974464799
138,0.3466969700468413,0.44889463654933587,0.4971858801136773
139,0.34663872811084956,0.44893438505942523,0.49724711570496194
140,0.34591455899254514,0.4489659273774579,0.4972942065951754
141,0.3459084327816522,0.44897027289438346,0.4972974824924269
142,0.3458861667533251,0.4489883488494948,0.49732260963642144
143,0.3459406895027459,0.44894288452789066,0.4972464185318262
144,0.34589289829371445,0.4489813011579118,0.49730431792268714
145,0.34648825736671196,0.44893943424885796,0.49723395693067013
146,0.34632140268792594,0.4489387125747129,0.49722941914983393
147,0.3463693794040896,0.448902847392666,0.497168019239896
148,0.34627043547562425,0.4489787794710672,0.4972867189066752
149,0.34620283014239944,0.4490380489123319,0.49737629602883404
