Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.3716544919280905,0.26976051047910093
1,0.8389612340807729,0.43603129366963456
2,0.8770000049966782,0.8076857855977251
3,1.2955220244491963,0.956190371227349
4,1.7628287666018787,1.2662258143973988
5,2.069424610257881,1.572821658053401
6,2.107463381173786,2.0401284002060835
7,2.341345810889119,2.4157549889651087
8,2.379384581805024,2.8175604947791717
9,2.4174233527209292,2.855599265695077
10,2.4554621236368344,3.0476126660022715
11,2.4935008945527395,3.2199701990379785
12,2.707484388172935,3.7507526591264595
13,2.7455231590888403,4.018323040398289
14,2.7835619300047454,4.293139397590554
15,3.250868672157428,4.783544292986665
16,3.288907443073333,5.172883650608066
17,3.6960744327239414,5.451095189096609
18,3.7341132036398466,5.580956724373694
19,3.7721519745557517,5.810272255795608
20,3.9446683829756446,6.215003436315345
21,4.411975125128327,6.448885866030678
22,4.450013896044233,6.74695625796042
23,4.821668387972323,7.180634763496206
24,4.859707158888229,7.8433762354988845
25,5.073690652508425,7.8433762354988845
26,5.400173309543934,8.042891151782854
27,5.43821208045984,8.457850461173281
28,5.476250851375745,8.8763724806258
29,5.514289622291651,9.469868218425999
30,5.5523283932075564,9.944266954437804
31,5.986006898743343,10.456562031980447
32,6.024045669659248,10.62907844040034
33,6.247778852583307,10.917025591503247
34,6.285817623499213,11.131775564974864
35,6.3238563944151185,11.404035961423547
36,6.361895165331024,11.556099001078632
37,6.561410081614994,12.014550132676868
38,6.5994488525309,12.492560640725014
39,6.637487623446805,12.577118252402695
40,6.675526394362711,12.903600909438204
41,6.9503427515549765,13.201834235912754
42,6.988381522470882,13.4871125141786
43,7.026420293386788,13.788169864967589
44,7.324653619861338,14.002153358587785
45,7.3626923907772435,14.409320348238394
46,7.400731161693149,14.881624144053895
47,7.438769932609055,15.345286347440743
48,7.47680870352496,15.679620680263959
49,7.967213598921071,15.903353863188018
50,8.005252369836976,15.9879114748657
51,8.306309720625965,16.201894968485895
52,8.540192150341298,16.425628151409953
53,8.578230921257203,16.726685502198944
54,8.7922144148774,16.899201910618835
55,9.270224922925545,17.362864114005685
56,9.30826369384145,17.835167909821187
57,9.67991818576954,18.123115060924093
58,9.717956956685446,18.27517810057918
59,9.755995727601352,18.682345090229788
60,9.928512136021245,19.16035559827793
61,10.101028544441139,19.16035559827793
62,10.139067315357044,19.458588924752483
63,10.17710608627295,19.7929232575757
64,10.215144857188855,20.007673231047317
65,10.253183628104761,20.279933627496
66,10.657914808624499,20.60641628453151
67,10.695953579540404,20.736277819808596
68,11.103120569191013,21.02155609807444
69,11.141159340106919,21.48000722967268
70,11.179198111022824,21.898529249125197
71,11.21723688193873,22.41082432666784
72,11.255275652854635,22.70889471859758
73,11.293314423770541,22.942777148312913
74,11.331353194686447,23.142292064596884
75,11.369391965602352,23.557251373987313
76,11.77655895525296,23.96198255450705
77,11.814597726168866,24.191298085928963
78,12.186252218096957,24.46950962441751
79,12.224290989012863,25.063005362217705
80,12.262329759928768,25.53740409822951
81,12.300368530844674,25.812220455421773
82,12.33840730176058,26.24589896095756
83,12.605977683032409,26.63523831857896
84,12.904211009506959,27.29797979058164
85,13.118194503127155,27.78838468597775
86,13.5962050111753,27.826423456893654
87,13.634243782091206,27.864462227809558
88,13.672282553007111,28.13203260908139
89,13.710321323923017,28.261894144358475
90,13.748360094838922,28.453907544665668
91,13.786398865754828,28.626265077701376
92,14.253705607907511,28.798622610737084
93,14.291744378823417,28.798622610737084
94,14.577022657089262,29.07683414922563
95,14.615061428005168,29.268847549532822
96,14.653100198921074,29.536417930804653
97,14.69113896983698,29.620975542482334
98,14.729177740752885,29.793491950902226
99,14.76721651166879,30.02737438061756
100,14.805255282584696,30.55815684070604
101,14.843294053500601,30.832973197898305
102,14.881332824416507,31.06228872932022
103,15.105066007340566,31.277038702791835
104,15.143104778256472,31.476553619075805
105,15.342619694540442,31.966958514471916
106,15.380658465456348,32.119021554127
107,15.418697236372253,32.40696870522991
108,15.690957632820936,32.79630806285131
109,15.728996403736842,33.09437845478105
110,15.767035174652747,33.47000504354008
111,15.805073945568653,33.8456316322991
112,15.843112716484558,34.24743713811316
113,16.1411831084143,34.649242643927224
114,16.179221879330203,35.05397382444696
115,16.217260650246107,35.32623422089564
116,16.25529942116201,35.74119353028607
117,16.293338192077915,36.06767618732158
118,16.33137696299382,36.59845864741006
119,16.60113747347292,36.896691973884614
120,16.639176244388825,36.93473074480052
121,16.67721501530473,37.235788095589506
122,16.715253786220632,37.65431011504202
123,16.753292557136536,38.16660519258467
124,16.79133132805244,38.296466727861755
125,16.829370098968344,38.38102433953944
126,16.867408869884247,38.595007833159634
127,17.081392363504442,38.81874101608369
128,17.119431134420346,39.2931397520955
129,17.15746990533625,39.75159088369374
130,17.195508676252153,40.03686916195959
131,17.233547447168057,40.03686916195959
132,17.27158621808396,40.470547667495374
133,17.309624988999865,40.77714351115138
134,17.34766375991577,41.083739354807385
135,17.385702530831672,41.4180736876306
136,17.423741301747576,41.88173589101745
137,17.82554680756164,42.475231628817646
138,17.863585578477544,42.88239861846825
139,17.901624349393447,43.35470241428375
140,17.93966312030935,43.83271292233189
141,17.977701891225255,44.30001966448457
142,18.01574066214116,44.76732640663725
143,18.053779433057063,44.98207638010887
144,18.091818203972966,45.020115151024775
145,18.12985697488887,45.19247268406048
146,18.167895745804774,45.470684222549025
147,18.205934516720678,45.77728006620503
148,18.24397328763658,46.01116249592037
149,18.282012058552485,46.29910964702327
150,18.32005082946839,46.47162605544317
151,18.358089600384293,46.66363945575036
152,18.396128371300197,47.32638092775304
153,18.4341671422161,47.60119728494531
154,18.472205913132004,47.86876766621714
155,18.51024468404791,48.17880310938719
156,18.548283454963812,48.48883855255724
157,18.586322225879716,48.79887399572729
158,18.62436099679562,49.0281895271492
159,18.662399767711523,49.180252566804285
160,18.700438538627427,49.32875715243391
161,18.97019904910653,49.47726173806353
162,19.008237820022433,49.625766323693156
163,19.046276590938337,49.839749817313354
164,19.08431536185424,50.06348300023741
165,19.122354132770145,50.33574339668609
166,19.16039290368605,50.46560493196318
167,19.198431674601952,50.46560493196318
168,19.236470445517856,50.76367532389292
169,19.27450921643376,51.139301912651945
170,19.608843549256978,51.28780649828157
171,20.08324228526878,51.37236410995925
172,20.121281056184685,51.67342146074824
173,20.15931982710059,51.97165478722279
174,20.197358598016493,52.37346029303685
175,20.235397368932396,52.77819147355659
176,20.70270411108508,52.977706389840556
177,20.740742882000983,53.30418904687607
178,20.778781652916887,53.476546579911776
179,20.81682042383279,53.88371356956238
180,20.854859194748695,54.29867287895281
181,20.8928979656646,54.58395115721866
182,20.930936736580502,55.07435605261477
183,20.968975507496406,55.54166279476745
184,21.00701427841231,55.875997127590665
185,21.045053049328214,56.26533648521207
186,21.083091820244118,56.683858504664585
187,21.12113059116002,57.14752070805143
188,21.159169362075925,57.65981578559408
189,21.530823854004016,57.92738616686591
190,21.56886262491992,58.0999025752858
191,21.606901395835823,58.57430131129761
192,21.644940166751727,58.85251284978615
193,22.103391298349965,59.38329530987463
194,22.14143006926587,59.51315684515172
195,22.179468840181773,59.801103996254625
196,22.217507611097677,60.23478250179041
197,22.624674600748286,60.46409803321232
198,22.66271337166419,60.50213680412823
199,22.700752142580093,60.77695316132049
200,22.738790913495997,61.24925695713599
201,22.7768296844119,61.24925695713599
202,22.814868455327804,61.44127035744319
203,22.85290722624371,61.65602033091481
204,23.138185504509554,62.13403083896295
205,23.176224275425458,62.28609387861803
206,23.21426304634136,62.51997630833337
207,23.252301817257266,62.97842743993161
208,23.29034058817317,63.25068783638029
209,23.328379359089073,63.33524544805797
210,23.595949740360904,63.558978630982025
211,23.633988511276808,63.77296212460222
212,23.672027282192712,63.92146671023185
213,23.710066053108616,64.2197000367064
214,23.74810482402452,64.8131957745066
215,23.786143594940423,65.01271069079057
216,23.824182365856327,65.31376804157956
217,23.86222113677223,65.62036388523556
218,23.900259907688135,65.9184342771653
219,23.93829867860404,66.29406086592432
220,23.976337449519942,66.60409630909437
221,24.014376220435846,66.77645384213008
222,24.05241499135175,66.90631537740717
223,24.090453762267654,67.56905684940985
224,24.128492533183557,67.97086235522391
225,24.16653130409946,68.122925394879
226,24.204570075015365,68.44940805191452
227,24.24260884593127,68.71697843318634
228,24.280647616847173,68.80153604486402
229,24.318686387763076,68.83957481577993
230,24.777137519361315,68.83957481577993
231,24.81517629027722,69.01209122419982
232,24.853215061193122,69.29030276268837
233,24.891253832109026,69.7052620720788
234,25.484749569909223,69.89727547238599
235,25.522788340825127,70.30200665290572
