Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit
0,0.10398104250984228,0.1907129019143418
1,0.16384997099519488,0.24914474364322156
2,0.32838805970305607,0.2875265756306775
3,0.4299335802909214,0.35085186618018693
4,0.5824397121713508,0.39370043209630057
5,0.6477418591950713,0.4525933240403133
6,0.7168637318647784,0.47456175881605833
7,0.7640171697587402,0.47456175881605833
8,0.7800457720574598,0.5189936607129766
9,0.8756869368958341,0.5316695089415155
10,0.9055801557482115,0.5443453571700545
11,1.013101351668349,0.5618569440307082
12,1.013101351668349,0.5666926826628229
13,1.0917570580965723,0.5715284212949376
14,1.1734769996874532,0.5871261397892876
15,1.2942603950775484,0.5871261397892876
16,1.3449984206383854,0.6132963078096068
17,1.3992521003844745,0.6219152466064204
18,1.5111615239808294,0.6305341854032341
19,1.5723437734649173,0.6305341854032341
20,1.6390017830123926,0.6305341854032341
21,1.735341662903231,0.6465627877019537
22,1.863341307897509,0.6465627877019537
23,1.907773209794427,0.6465627877019537
24,1.9249557714690433,0.6465627877019537
25,1.9794070902248122,0.6465627877019537
26,2.069785751444431,0.6465627877019537
27,2.112998884106694,0.6465627877019537
28,2.1543041908695297,0.6513985263340685
29,2.1987649311967985,0.6562342649661833
30,2.241282964727413,0.6562342649661833
31,2.3037513159775385,0.6562342649661833
32,2.3376372547606485,0.6562342649661833
33,2.340710509995632,0.6562342649661833
34,2.340710509995632,0.6562342649661833
35,2.4498171561954365,0.6562342649661833
36,2.570256542555491,0.6562342649661833
37,2.573938104570426,0.6562342649661833
38,2.656961375101608,0.6562342649661833
39,2.6600346303365914,0.6562342649661833
40,2.6838283502387736,0.6562342649661833
41,2.7106483138561677,0.6562342649661833
42,2.7905837215729337,0.6562342649661833
43,2.7905837215729337,0.6562342649661833
44,2.8224265675930096,0.6562342649661833
45,2.8511961583781016,0.6562342649661833
46,2.8511961583781016,0.6562342649661833
47,2.8836473111781293,0.6562342649661833
48,2.8836473111781293,0.6562342649661833
49,2.8836473111781293,0.6562342649661833
50,2.8836473111781293,0.6562342649661833
51,3.043710915570378,0.6562342649661833
52,3.059739517869098,0.6562342649661833
53,3.1142802778170084,0.6562342649661833
54,3.1393219678277373,0.6562342649661833
55,3.161340268134468,0.6562342649661833
56,3.185623613924023,0.6562342649661833
57,3.219214335761798,0.6562342649661833
58,3.227833274558612,0.6562342649661833
59,3.2315148365735475,0.6562342649661833
60,3.25530855647573,0.6562342649661833
61,3.3285031287866955,0.6562342649661833
62,3.4572714607936916,0.6562342649661833
63,3.57826427582174,0.6562342649661833
64,3.639503391976485,0.6562342649661833
65,3.648122330773299,0.6562342649661833
66,3.665304892447915,0.6562342649661833
67,3.7202446512533256,0.6562342649661833
68,3.7250803898854405,0.6562342649661833
69,3.729916128517556,0.6562342649661833
70,3.7560862965378745,0.6562342649661833
71,3.772114898836594,0.6562342649661833
72,3.814963464752707,0.6562342649661833
73,3.8361735553072784,0.6562342649661833
74,3.8361735553072784,0.6562342649661833
75,3.8679296089756576,0.6562342649661833
76,3.9350567759599655,0.6562342649661833
77,3.9668128296283447,0.6850038557512752
78,4.033590972633801,0.6850038557512752
79,4.033590972633801,0.6850038557512752
80,4.033590972633801,0.6850038557512752
81,4.063442702669056,0.6850038557512752
82,4.104792056103849,0.6850038557512752
83,4.13752247074183,0.6850038557512752
84,4.178498752318628,0.6850038557512752
85,4.232950071074397,0.6850038557512752
86,4.292357803082681,0.6850038557512752
87,4.3559567027711354,0.6850038557512752
88,4.442574742965556,0.6850038557512752
89,4.481420759214414,0.6850038557512752
90,4.507102487185091,0.6850038557512752
91,4.531385832974645,0.6850038557512752
92,4.572831271988276,0.6850038557512752
93,4.572831271988276,0.6850038557512752
94,4.649693424470059,0.6850038557512752
95,4.686312773060384,0.6850038557512752
96,4.777476558737047,0.6976797039798142
97,4.781158120751982,0.6976797039798142
98,4.781158120751982,0.6976797039798142
99,4.830633568624842,0.6976797039798142
100,4.847816130299458,0.6976797039798142
101,4.852651868931573,0.6976797039798142
102,4.8851030217316005,0.6976797039798142
103,4.948959294471245,0.6976797039798142
104,4.970169385025816,0.6976797039798142
105,5.054427130282266,0.6976797039798142
106,5.054427130282266,0.6976797039798142
107,5.100018419047864,0.6976797039798142
108,5.100018419047864,0.6976797039798142
109,5.121228509602435,0.6976797039798142
110,5.145511855391989,0.6976797039798142
111,5.150347594024105,0.6976797039798142
112,5.189843405870038,0.6976797039798142
113,5.251785810243378,0.6976797039798142
114,5.264461658471918,0.6976797039798142
115,5.273080597268732,0.6976797039798142
116,5.290263158943348,0.6976797039798142
117,5.323868488360555,0.6976797039798142
118,5.350688451977948,0.6976797039798142
119,5.3709442688875475,0.6976797039798142
120,5.3709442688875475,0.6976797039798142
121,5.39473798878973,0.6976797039798142
122,5.48843644683145,0.6976797039798142
123,5.509646537386021,0.6976797039798142
124,5.576304546933497,0.6976797039798142
125,5.608060600601876,0.6976797039798142
126,5.641759361066909,0.6976797039798142
127,5.658941922741525,0.6976797039798142
128,5.690697976409905,0.6976797039798142
129,5.690697976409905,0.6976797039798142
130,5.699316915206719,0.6976797039798142
131,5.699316915206719,0.6976797039798142
132,5.76125931958006,0.6976797039798142
133,5.76125931958006,0.6976797039798142
134,5.764940881594995,0.6976797039798142
135,5.816121306106101,0.6976797039798142
136,5.82995654120332,0.6976797039798142
137,5.8385754800001335,0.6976797039798142
138,5.847194418796947,0.6976797039798142
139,5.907665253584758,0.710355552208353
140,5.907665253584758,0.723031400436892
141,5.990866705495224,0.723031400436892
142,6.074529353882758,0.723031400436892
143,6.1642442774910124,0.723031400436892
144,6.180272879789731,0.723031400436892
145,6.209042470574824,0.723031400436892
146,6.217661409371638,0.723031400436892
147,6.241455129273819,0.723031400436892
148,6.241455129273819,0.723031400436892
149,6.241455129273819,0.723031400436892
150,6.2671368572444965,0.723031400436892
151,6.289155157551227,0.723031400436892
152,6.327137386333654,0.723031400436892
153,6.360683479688996,0.723031400436892
154,6.3894530704740875,0.723031400436892
155,6.3894530704740875,0.723031400436892
156,6.4301082691887,0.723031400436892
157,6.489700191730726,0.723031400436892
158,6.516504365138585,0.723031400436892
159,6.5423058656100155,0.723031400436892
160,6.5423058656100155,0.723031400436892
161,6.5423058656100155,0.723031400436892
162,6.593034520639972,0.723031400436892
163,6.593034520639972,0.723031400436892
164,6.593034520639972,0.723031400436892
165,6.593034520639972,0.723031400436892
166,6.596107775874955,0.723031400436892
167,6.68727156155162,0.723031400436892
168,6.762277012054254,0.723031400436892
169,6.800658844041709,0.723031400436892
170,6.844966917259285,0.723031400436892
171,6.844966917259285,0.723031400436892
172,6.879796226162648,0.723031400436892
173,6.879796226162648,0.723031400436892
174,6.924163535442089,0.723031400436892
175,6.941346097116705,0.723031400436892
176,6.965139817018889,0.723031400436892
177,7.016320241529994,0.723031400436892
178,7.016320241529994,0.723031400436892
179,7.0882287120749226,0.723031400436892
180,7.1394091365860275,0.723031400436892
181,7.172955229941368,0.723031400436892
182,7.172955229941368,0.723031400436892
183,7.172955229941368,0.723031400436892
184,7.262517486439928,0.723031400436892
185,7.315080797127203,0.723031400436892
186,7.325842776989438,0.723031400436892
187,7.347811211765183,0.723031400436892
188,7.388186204230377,0.723031400436892
189,7.414356372250696,0.723031400436892
190,7.431538933925312,0.723031400436892
191,7.431538933925312,0.723031400436892
192,7.482267588955269,0.723031400436892
193,7.517706491369476,0.723031400436892
194,7.566494889762616,0.723031400436892
195,7.566494889762616,0.723031400436892
196,7.6001936502276495,0.723031400436892
197,7.629556940213261,0.723031400436892
198,7.6422327884418,0.723031400436892
199,7.701640520450084,0.723031400436892
200,7.795999470291505,0.723031400436892
201,7.795999470291505,0.7337933802991271
202,7.795999470291505,0.7445553601613624
203,7.821681198262182,0.7553173400235975
204,7.821681198262182,0.7660793198858327
205,7.821681198262182,0.7697608819007681
206,7.821681198262182,0.7734424439157035
207,7.83435704649072,0.787885985792874
208,7.83435704649072,0.787885985792874
209,7.8727496987199075,0.787885985792874
210,7.8727496987199075,0.787885985792874
211,7.89654341862209,0.787885985792874
212,7.89654341862209,0.787885985792874
213,7.89654341862209,0.787885985792874
214,7.922225146592767,0.787885985792874
215,7.981632878601052,0.787885985792874
216,7.981632878601052,0.787885985792874
217,8.007314606571729,0.787885985792874
218,8.06925701094507,0.787885985792874
