Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit
0,0.0,0.07253694740085481,0.2980497811014715,0.07253694740085481
1,0.0,0.07253694740085481,0.3705867285023263,0.07253694740085481
2,0.0,0.3705867285023263,0.44312367590318114,0.3705867285023263
3,0.0,0.3705867285023263,0.7411734570046526,0.3705867285023263
4,0.0,0.3705867285023263,1.0392232381061242,0.3705867285023263
5,0.29804978110147146,0.3705867285023263,1.0392232381061242,0.6686365096037978
6,0.37058672850232627,0.3705867285023263,1.3372730192075957,0.7411734570046526
7,0.37058672850232627,0.3705867285023263,1.4098099666084505,0.7411734570046526
8,0.4431236759031811,0.6686365096037978,1.4098099666084505,0.7411734570046526
9,0.4431236759031811,0.7411734570046526,1.4823469140093053,0.7411734570046526
10,0.4431236759031811,0.7411734570046526,1.7803966951107768,0.7411734570046526
11,0.4431236759031811,0.7411734570046526,1.8529336425116316,0.7411734570046526
12,0.4431236759031811,0.7411734570046526,1.9254705899124864,0.7411734570046526
13,0.4431236759031811,0.8137104044055075,2.223520371013958,1.0392232381061242
14,0.4431236759031811,0.8862473518063623,2.296057318414813,1.111760185506979
15,0.515660623304036,0.9587842992072171,2.368594265815668,1.1842971329078338
16,0.515660623304036,0.9587842992072171,2.6666440469171393,1.1842971329078338
17,0.515660623304036,1.031321246608072,2.7391809943179943,1.2568340803086886
18,0.515660623304036,1.031321246608072,3.0372307754194656,1.3293710277095434
19,0.515660623304036,1.031321246608072,3.0372307754194656,1.3293710277095434
20,0.515660623304036,1.1038581940089267,3.1097677228203207,1.3293710277095434
21,0.515660623304036,1.1038581940089267,3.407817503921792,1.3293710277095434
22,0.515660623304036,1.1038581940089267,3.480354451322647,1.3293710277095434
23,0.515660623304036,1.1038581940089267,3.552891398723502,1.4019079751103982
24,0.515660623304036,1.1763951414097815,3.8509411798249737,1.6999577562118697
25,0.515660623304036,1.1763951414097815,3.9234781272258283,1.6999577562118697
26,0.8137104044055075,1.1763951414097815,3.9960150746266834,1.6999577562118697
27,0.8137104044055075,1.1763951414097815,4.294064855728155,1.6999577562118697
28,0.8137104044055075,1.1763951414097815,4.36660180312901,1.7724947036127245
29,0.8137104044055075,1.1763951414097815,4.664651584230481,2.070544484714196
30,0.8137104044055075,1.474444922511253,4.737188531631336,2.143081432115051
31,0.8137104044055075,1.474444922511253,4.737188531631336,2.143081432115051
32,0.8137104044055075,1.5469818699121078,5.035238312732807,2.215618379515906
33,0.8137104044055075,1.5469818699121078,5.333288093834279,2.215618379515906
34,0.8862473518063623,1.5469818699121078,5.63133787493575,2.288155326916761
35,0.8862473518063623,1.5469818699121078,5.703874822336605,2.360692274317616
36,0.8862473518063623,1.5469818699121078,5.703874822336605,2.360692274317616
37,1.1842971329078338,1.5469818699121078,6.001924603438076,2.360692274317616
38,1.1842971329078338,1.6195188173129627,6.074461550838931,2.360692274317616
39,1.1842971329078338,1.6195188173129627,6.146998498239786,2.433229221718471
40,1.1842971329078338,1.6920557647138175,6.146998498239786,2.433229221718471
41,1.1842971329078338,1.6920557647138175,6.445048279341258,2.505766169119326
42,1.1842971329078338,1.6920557647138175,6.517585226742113,2.505766169119326
43,1.1842971329078338,1.6920557647138175,6.815635007843584,2.505766169119326
44,1.4823469140093053,1.6920557647138175,7.113684788945055,2.505766169119326
45,1.4823469140093053,1.7645927121146723,7.18622173634591,2.505766169119326
46,1.4823469140093053,1.837129659515527,7.258758683746765,2.578303116520181
47,1.4823469140093053,1.837129659515527,7.5568084648482365,2.578303116520181
48,1.4823469140093053,1.837129659515527,7.629345412249092,2.578303116520181
49,1.4823469140093053,1.837129659515527,7.701882359649947,2.578303116520181
50,1.4823469140093053,1.837129659515527,7.999932140751418,2.650840063921036
51,1.4823469140093053,1.837129659515527,8.072469088152273,2.650840063921036
52,1.4823469140093053,1.837129659515527,8.072469088152273,2.650840063921036
53,1.4823469140093053,1.909666606916382,8.370518869253745,2.650840063921036
54,1.4823469140093053,1.909666606916382,8.370518869253745,2.650840063921036
55,1.4823469140093053,1.909666606916382,8.668568650355217,2.650840063921036
56,1.4823469140093053,1.909666606916382,8.741105597756071,2.650840063921036
57,1.4823469140093053,1.9822035543172367,8.813642545156926,2.650840063921036
58,1.4823469140093053,1.9822035543172367,8.88617949255778,2.650840063921036
59,1.4823469140093053,1.9822035543172367,8.88617949255778,2.650840063921036
60,1.4823469140093053,1.9822035543172367,8.958716439958634,2.650840063921036
61,1.4823469140093053,1.9822035543172367,8.958716439958634,2.650840063921036
62,1.4823469140093053,2.0547405017180917,8.958716439958634,2.723377011321891
63,1.7803966951107768,2.127277449118947,9.031253387359488,2.795913958722746
64,1.7803966951107768,2.127277449118947,9.32930316846096,2.795913958722746
65,1.7803966951107768,2.127277449118947,9.401840115861814,2.868450906123601
66,1.7803966951107768,2.127277449118947,9.401840115861814,2.868450906123601
67,1.7803966951107768,2.127277449118947,9.474377063262668,2.868450906123601
68,1.7803966951107768,2.4253272302204185,9.546914010663523,3.166500687225073
69,1.7803966951107768,2.4253272302204185,9.619450958064377,3.166500687225073
70,1.7803966951107768,2.497864177621273,9.619450958064377,3.2390376346259275
71,1.7803966951107768,2.497864177621273,9.691987905465231,3.3115745820267826
72,1.7803966951107768,2.497864177621273,9.764524852866085,3.3841115294276376
73,1.7803966951107768,2.570401125022128,9.764524852866085,3.3841115294276376
74,1.7803966951107768,2.642938072422983,9.83706180026694,3.3841115294276376
75,1.7803966951107768,2.715475019823838,9.909598747667793,3.3841115294276376
76,1.8529336425116316,2.715475019823838,9.982135695068648,3.3841115294276376
77,1.8529336425116316,2.7880119672246932,10.28018547617012,3.3841115294276376
78,1.8529336425116316,2.7880119672246932,10.578235257271592,3.3841115294276376
79,1.8529336425116316,2.7880119672246932,10.578235257271592,3.3841115294276376
80,2.150983423613103,2.7880119672246932,10.650772204672446,3.3841115294276376
81,2.449033204714574,2.7880119672246932,10.7233091520733,3.3841115294276376
82,2.449033204714574,2.7880119672246932,11.021358933174772,3.3841115294276376
83,2.449033204714574,2.7880119672246932,11.093895880575626,3.3841115294276376
84,2.449033204714574,2.7880119672246932,11.093895880575626,3.3841115294276376
85,2.449033204714574,2.8605489146255483,11.093895880575626,3.3841115294276376
86,2.449033204714574,2.8605489146255483,11.16643282797648,3.3841115294276376
87,2.449033204714574,2.8605489146255483,11.238969775377335,3.3841115294276376
88,2.449033204714574,2.8605489146255483,11.238969775377335,3.4566484768284926
89,2.449033204714574,2.8605489146255483,11.311506722778189,3.4566484768284926
90,2.449033204714574,2.8605489146255483,11.609556503879661,3.4566484768284926
91,2.449033204714574,2.8605489146255483,11.682093451280515,3.4566484768284926
92,2.449033204714574,2.8605489146255483,11.75463039868137,3.4566484768284926
93,2.449033204714574,2.8605489146255483,11.827167346082224,3.4566484768284926
94,2.449033204714574,2.8605489146255483,12.125217127183696,3.4566484768284926
95,2.449033204714574,2.8605489146255483,12.19775407458455,3.4566484768284926
96,2.5215701521154292,2.9330858620264033,12.19775407458455,3.4566484768284926
97,2.5215701521154292,2.9330858620264033,12.19775407458455,3.4566484768284926
98,2.5215701521154292,2.9330858620264033,12.495803855686022,3.4566484768284926
99,2.5215701521154292,2.9330858620264033,12.495803855686022,3.4566484768284926
100,2.5215701521154292,2.9330858620264033,12.495803855686022,3.4566484768284926
101,2.5215701521154292,2.9330858620264033,12.568340803086876,3.4566484768284926
102,2.5215701521154292,2.9330858620264033,12.866390584188348,3.4566484768284926
103,2.5215701521154292,2.9330858620264033,12.866390584188348,3.4566484768284926
104,2.5215701521154292,3.0056228094272583,13.16444036528982,3.4566484768284926
105,2.5215701521154292,3.0056228094272583,13.462490146391293,3.5291854242293472
106,2.5215701521154292,3.0056228094272583,13.535027093792147,3.601722371630202
107,2.5215701521154292,3.0056228094272583,13.833076874893619,3.601722371630202
108,2.8196199332169005,3.0781597568281134,13.833076874893619,3.601722371630202
109,2.8196199332169005,3.0781597568281134,13.905613822294473,3.601722371630202
110,2.8196199332169005,3.0781597568281134,14.203663603395945,3.674259319031057
111,2.8196199332169005,3.0781597568281134,14.2762005507968,3.674259319031057
112,2.8196199332169005,3.0781597568281134,14.574250331898272,3.674259319031057
113,2.8196199332169005,3.0781597568281134,14.872300112999744,3.674259319031057
114,2.8196199332169005,3.0781597568281134,14.872300112999744,3.674259319031057
115,2.8196199332169005,3.0781597568281134,15.170349894101216,3.674259319031057
116,3.117669714318372,3.0781597568281134,15.170349894101216,3.674259319031057
117,3.117669714318372,3.0781597568281134,15.24288684150207,3.674259319031057
118,3.117669714318372,3.0781597568281134,15.540936622603542,3.674259319031057
119,3.117669714318372,3.0781597568281134,15.838986403705015,3.746796266431912
120,3.117669714318372,3.0781597568281134,16.137036184806487,3.746796266431912
121,3.117669714318372,3.0781597568281134,16.43508596590796,3.746796266431912
122,3.117669714318372,3.0781597568281134,16.43508596590796,3.746796266431912
123,3.117669714318372,3.0781597568281134,16.73313574700943,3.746796266431912
124,3.117669714318372,3.0781597568281134,16.805672694410287,3.746796266431912
125,3.117669714318372,3.0781597568281134,17.10372247551176,3.746796266431912
126,3.117669714318372,3.0781597568281134,17.40177225661323,3.746796266431912
127,3.117669714318372,3.0781597568281134,17.474309204014087,3.746796266431912
128,3.117669714318372,3.0781597568281134,17.77235898511556,3.746796266431912
129,3.415719495419843,3.1506967042289684,17.844895932516415,3.746796266431912
130,3.415719495419843,3.1506967042289684,18.142945713617888,3.746796266431912
131,3.415719495419843,3.1506967042289684,18.215482661018743,3.746796266431912
132,3.415719495419843,3.1506967042289684,18.2880196084196,3.746796266431912
133,3.7137692765213144,3.1506967042289684,18.58606938952107,3.746796266431912
134,3.7137692765213144,3.1506967042289684,18.884119170622544,3.746796266431912
135,3.7137692765213144,3.1506967042289684,19.182168951724016,3.746796266431912
136,3.7137692765213144,3.1506967042289684,19.480218732825488,3.819333213832767
137,3.7863062239221694,3.1506967042289684,19.552755680226344,3.819333213832767
138,3.7863062239221694,3.1506967042289684,19.850805461327816,3.819333213832767
139,3.7863062239221694,3.1506967042289684,19.923342408728672,3.819333213832767
140,3.8588431713230245,3.2232336516298234,19.923342408728672,3.819333213832767
141,3.8588431713230245,3.2232336516298234,20.221392189830144,3.819333213832767
142,3.8588431713230245,3.2232336516298234,20.519441970931616,3.819333213832767
143,3.8588431713230245,3.2232336516298234,20.591978918332472,3.819333213832767
144,3.8588431713230245,3.2232336516298234,20.890028699433945,3.819333213832767
145,3.8588431713230245,3.2232336516298234,20.890028699433945,3.819333213832767
146,3.8588431713230245,3.2232336516298234,20.9625656468348,3.891870161233622
147,3.8588431713230245,3.2232336516298234,21.260615427936273,3.891870161233622
148,3.8588431713230245,3.2232336516298234,21.33315237533713,3.891870161233622
149,3.8588431713230245,3.2232336516298234,21.33315237533713,3.891870161233622
150,3.8588431713230245,3.2232336516298234,21.6312021564386,3.964407108634477
