Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
64,13.03952585776824,12.697329278160714
65,13.290858473422986,12.769921664405004
66,13.430208875205702,12.890059706355279
67,13.591954331402599,13.00739288037903
68,13.7006046896739,13.13287604268773
69,13.843214898903295,13.207792929268006
70,14.036432533122982,13.312014131624512
71,14.225931225243079,13.390049996799386
72,14.409468813367202,13.547296019026533
73,14.582397070166229,13.597076561696714
74,14.70657742433769,13.659709411706157
75,14.796171389798896,13.75516786602986
76,14.928531384106492,13.964063328539144
77,15.135018286220284,14.01582966598078
78,15.186501211027187,14.19326210238604
79,15.315049150949497,14.245028439827678
80,15.441672780315187,14.39102219077542
81,15.502135606134326,14.504891702411907
82,15.60298215106891,14.589518853521875
83,15.65446507587581,14.74615736025117
84,15.705948000682714,14.87565390579286
85,15.801815035732375,14.937577086685508
86,15.853297960539276,15.041385719440665
87,15.92534195669634,15.119838491425408
88,16.110564181930243,15.173270947508717
89,16.22927583163258,15.337550324586132
90,16.313880007785023,15.435738185831804
91,16.463114720673154,15.638166157799258
92,16.634152343503665,15.717173084204912
93,16.76708516835341,15.764181382452028
94,16.8886967836437,15.866870991450858
95,16.97520135281699,15.913879289697974
96,17.05829826258463,16.022566085341854
97,17.174119451702893,16.221913862866323
98,17.225602376509794,16.34014834441914
99,17.387040243713955,16.39849140278702
100,17.438523168520856,16.480521345400522
101,17.53478761203895,16.570955641600754
102,17.58993978962662,16.69987270358026
103,17.818429224274393,16.80027590867867
104,17.978305876028156,16.905921801111056
105,18.119498742949467,17.02018784547707
106,18.213677647371032,17.185375314656632
107,18.43524222618725,17.409277151134283
108,18.51631403072649,17.52325160580663
109,18.592338294857818,17.5992908530632
110,18.853499534580447,17.646299151310313
111,19.012231859218772,17.763325048972554
112,19.095094543691637,18.034024751593464
113,19.30534795310877,18.17464962088955
114,19.48459896423155,18.277922854175575
115,19.53324014812115,18.42193043882326
116,19.592190306702822,18.54661068755076
117,19.687388999325226,18.610466994738122
118,19.758206021942076,18.657475292985236
119,19.83845843549136,18.772310369067917
120,19.929326833541378,18.885931639186232
121,20.014735608139695,18.932939937433346
122,20.13652519773304,19.073996836097912
123,20.268796856035742,19.16959090213765
124,20.42782355650693,19.426231468001564
125,20.475934907544325,19.499509293981916
126,20.605137286057875,19.596137316044597
127,20.70286953252548,19.67259648108862
128,20.750980883562878,19.761285698266935
129,20.846530572797413,19.880979733151417
130,20.8939274561071,20.015912101315863
131,20.910796395938725,20.109605243544255
132,20.97904327424641,20.24514218232288
133,21.081497175070645,20.388000657323516
134,21.168537964361615,20.43500895557063
135,21.22061762333438,20.585865572264407
136,21.332859424964397,20.63852296043609
137,21.466573063211772,20.717952873612266
138,21.53449169603393,20.86402694173716
139,21.62123555224002,21.084456419210166
140,21.63741167299542,21.20129725571215
141,21.70482055702833,21.347182922763437
142,21.77334933749542,21.459710835017972
143,21.819360972413264,21.59902147809944
144,21.888258345294467,21.666470058277643
145,22.023441343226093,21.794638793117137
146,22.179723804731786,21.86220914027273
147,22.32951063313359,22.12027738021777
148,22.4896418930107,22.167285678464886
149,22.66948789883096,22.31615795207247
150,22.68566401958636,22.363166250319587
151,22.700280301158767,22.510211641598524
152,22.773017329630648,22.64813213426645
153,22.849659301469423,22.801145277495685
154,22.938305435638576,22.97554106957144
155,22.975347793913524,23.06436112930144
156,23.082500068020657,23.146998522852563
157,23.236398489822736,23.36719047976903
158,23.302431059630315,23.432652381817675
159,23.377876175967206,23.49551361977965
160,23.392492457539614,23.67988338759397
161,23.407108739112026,23.72689168584109
162,23.571612981624916,23.879317414855006
163,23.60894720245326,23.96353560442568
164,23.663065668149137,24.088800653804324
165,23.778755689618908,24.14356886542876
166,23.8658878376632,24.205027024151978
167,24.002976535056344,24.29846809631586
168,24.082721177965443,24.353166069553502
169,24.164595205656752,24.405823457725187
170,24.204974350485465,24.475017203916135
171,24.219590632057873,24.583162385157237
172,24.268023208659763,24.73004775466864
173,24.375241647619582,24.847850654321583
174,24.48889293011242,24.942580500646624
175,24.50350921168483,25.001269528589685
176,24.525859138883735,25.058846283509556
177,24.580884759809397,25.140319245725536
178,24.78713022623286,25.26235316396576
179,24.9080951201611,25.360772224572102
180,24.99175027836339,25.488538001175687
181,25.082681844287258,25.58021905927912
182,25.097298125859666,25.670008492667716
183,25.140347128372145,25.703596025973432
184,25.16269705557105,25.797319753515715
185,25.21909690112155,25.942293006308155
186,25.273215366817432,26.016889027674818
187,25.28783164838984,26.16142834267411
188,25.30244792996225,26.195015875979827
189,25.31706421153466,26.317201768606118
190,25.33168049310707,26.417360847945076
191,25.473713281295165,26.560183458888737
192,25.568085197665802,26.593078173118226
193,25.62198844209642,26.71059300556389
194,25.64969745327297,26.743319253928338
195,25.77336612735271,26.876206726013145
196,25.866095766628924,26.9746133897029
197,25.99757118766907,27.007339638067343
198,26.0953866743511,27.104223916511792
199,26.20849024194223,27.24470895009776
200,26.294443049782423,27.325949176926162
201,26.33029658149107,27.40431509228055
202,26.37544080654154,27.46557463846966
203,26.432146516323492,27.52156433716116
204,26.520218662244265,27.630139120644554
205,26.567597471361314,27.662865369009
206,26.680030307475807,27.802655919546588
207,26.805547122310408,27.90414940041874
208,26.820163403882816,27.93745611547655
