Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,1.323540455272698,0.0
1,1.6073220302327564,0.2837815749600585
2,1.8911036051928147,1.6073220302327564
3,3.2146440604655124,1.891103605192815
4,3.2146440604655124,3.214644060465513
5,3.2146440604655124,3.214644060465513
6,3.2146440604655124,3.214644060465513
7,3.498425635425571,3.214644060465513
8,3.7822072103856295,3.214644060465513
9,3.7822072103856295,3.4984256354255714
10,3.7822072103856295,3.78220721038563
11,3.7822072103856295,3.78220721038563
12,4.065988785345688,3.78220721038563
13,4.3497703603057465,3.78220721038563
14,5.673310815578445,3.78220721038563
15,6.996851270851143,4.065988785345688
16,8.320391726123841,4.065988785345688
17,8.320391726123841,4.3497703603057465
18,9.643932181396538,4.3497703603057465
19,9.643932181396538,4.3497703603057465
20,9.643932181396538,4.3497703603057465
21,9.643932181396538,4.633551935265805
22,9.643932181396538,4.633551935265805
23,9.643932181396538,4.633551935265805
24,9.643932181396538,4.633551935265805
25,9.927713756356596,4.633551935265805
26,9.927713756356596,4.9173335102258635
27,10.211495331316653,4.9173335102258635
28,10.211495331316653,5.201115085185922
29,10.211495331316653,5.201115085185922
30,10.211495331316653,5.201115085185922
31,10.211495331316653,5.201115085185922
32,10.211495331316653,5.201115085185922
33,11.53503578658935,5.201115085185922
34,11.53503578658935,5.4848966601459805
35,11.53503578658935,5.4848966601459805
36,11.818817361549408,5.4848966601459805
37,11.818817361549408,5.768678235106039
38,11.818817361549408,5.768678235106039
39,11.818817361549408,5.768678235106039
40,12.102598936509466,5.768678235106039
41,12.102598936509466,6.052459810066098
42,12.102598936509466,6.052459810066098
43,12.102598936509466,6.336241385026156
44,12.102598936509466,6.336241385026156
45,12.102598936509466,6.336241385026156
46,12.102598936509466,6.336241385026156
47,12.102598936509466,6.336241385026156
48,12.102598936509466,6.336241385026156
49,12.102598936509466,6.620022959986215
50,12.102598936509466,6.620022959986215
51,12.102598936509466,6.903804534946273
52,12.102598936509466,6.903804534946273
53,13.426139391782163,6.903804534946273
54,13.426139391782163,6.903804534946273
55,13.426139391782163,7.187586109906332
56,13.426139391782163,7.187586109906332
57,13.426139391782163,7.187586109906332
58,13.426139391782163,7.187586109906332
59,13.426139391782163,7.47136768486639
60,13.426139391782163,7.47136768486639
61,13.426139391782163,7.47136768486639
62,13.426139391782163,7.47136768486639
63,13.426139391782163,7.47136768486639
64,13.426139391782163,7.47136768486639
65,13.426139391782163,7.755149259826449
66,13.426139391782163,7.755149259826449
67,13.426139391782163,7.755149259826449
68,13.426139391782163,7.755149259826449
69,13.426139391782163,7.755149259826449
70,13.426139391782163,7.755149259826449
71,13.426139391782163,7.755149259826449
72,13.426139391782163,7.755149259826449
73,13.426139391782163,8.038930834786507
74,14.74967984705486,8.038930834786507
75,14.74967984705486,8.038930834786507
76,14.74967984705486,8.322712409746565
77,14.74967984705486,8.322712409746565
78,14.74967984705486,8.322712409746565
79,14.74967984705486,8.322712409746565
80,14.74967984705486,9.646252865019262
81,14.74967984705486,10.96979332029196
82,16.07322030232756,12.293333775564657
83,16.07322030232756,12.577115350524714
84,16.07322030232756,12.577115350524714
