Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.5123066279806807,0.6333300848898041
1,1.0002351527494868,1.2777321427152883
2,1.0002351527494868,1.7656606674840947
3,1.0002351527494868,2.133797567673146
4,1.0002351527494868,2.620469414432751
5,1.0002351527494868,2.9648155266512957
6,1.2957903616454127,3.4034294401035483
7,1.6950880595546842,3.7183457215347238
8,2.062047592904798,4.091200496215265
9,2.062047592904798,4.610561189326592
10,2.240255706898649,4.977520722676706
11,2.240255706898649,5.06570832751264
12,2.6395534048079203,5.506422833292571
13,2.6395534048079203,5.650549340999726
14,2.6395534048079203,5.828757454993577
15,2.6395534048079203,5.871416144797637
16,2.6395534048079203,6.2117901889895615
17,2.983899517026465,6.481122140129174
18,3.0720871218623986,6.481122140129174
19,3.5843937498430796,7.3517357519913045
20,3.6270524396471395,7.864042379971985
21,3.6270524396471395,8.15959758886791
22,3.6270524396471395,8.558895286777181
23,3.9674264838390636,9.080098539818687
24,3.9674264838390636,9.730251838869792
25,3.9674264838390636,10.129549536779063
26,3.9674264838390636,10.129549536779063
27,3.9674264838390636,10.42510474567499
28,3.9674264838390636,10.946307998716495
