Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit
0,0.3650903835243286,0.4405625982692646,0.32120360074887117
1,0.6600032827197386,0.8976267143635169,0.6771035699759372
2,1.001263948626187,1.3150024329306897,1.062132757192912
3,1.298733935701816,1.6962669143721443,1.5260939745424555
4,1.6272965406673705,2.058561787400468,1.833674403847273
5,1.8061157487232147,2.4995922685996006,2.2251278008205295
6,2.1030682927330933,2.833837743689484,2.54691348892292
7,2.2574542130273354,3.251958408376055,2.9253928719702063
8,2.446621997620826,3.644728873718999,3.192745248624093
9,2.688381932217915,4.132981357283451,3.6030842707347737
10,2.927503699910354,4.510087362558439,3.939530115887723
11,3.2140660377441654,4.818437692493083,4.324296147503149
12,3.2818681700026113,5.253506909258136,4.728179460602624
13,3.448363028498983,5.679672661306259,4.951522581214478
14,3.738227409446899,6.061635839675501,5.234383346120438
15,3.9160592842326323,6.426232896272397,5.531289997407161
16,4.044372784015315,6.839473717897478,5.863989256877013
17,4.29812683738294,7.186180318563386,6.186125513396469
18,4.52273752453966,7.533560377043268,6.484324130291084
19,4.711919447293671,7.980908949477,6.780252716722373
20,4.9271206377268575,8.352756217271587,7.039738891656467
21,5.14965082834515,8.837511804553815,7.455984761124467
22,5.305633451552628,9.11671566542734,7.912622833537293
23,5.55647614222405,9.511968626035182,8.13931360952407
24,5.735522021194249,9.954852880998414,8.465342468066634
25,5.917777066151169,9.968402977184214,8.764155271478623
26,6.135266544666262,9.973111053736211,9.027270530755846
27,6.206144698542041,9.996096406867686,9.304435444850412
28,6.390940006663398,10.014201202853704,9.57456507800583
29,6.430097919721587,10.037525432479011,9.811379570600886
30,6.621383268113627,10.05475119550741,10.06935410992352
31,6.685002678482978,10.089133647587067,10.508814591465603
32,6.837987612921799,10.108950962388946,10.747763414173896
33,7.001337801869451,10.142735751986262,11.133170289044614
34,7.140321196986252,10.157951021863159,11.378592105403092
35,7.375208007348563,10.191829623003974,11.726151387127391
36,7.484591949055987,10.209158746556117,12.117424853172121
37,7.606162687618957,10.228404849400714,12.369423219565727
38,7.63283542771193,10.233112925952712,12.66752422222544
39,7.681073570715233,10.260510978579322,12.868200913822424
40,7.7937353470784405,10.291955661149007,13.078953412677052
41,8.001461319197464,10.296663737701007,13.21898575885867
42,8.20585738863657,10.320933895528825,13.49086718135411
43,8.452953802547864,10.330114662159595,13.782297833387881
44,8.589448776158815,10.339465180966055,14.16001461080584
45,8.710786420201625,10.351165308598848,14.45185297445789
46,8.93442474962578,10.360601307137214,14.697922436345422
47,8.990056111840232,10.368014866190103,14.941548462215371
48,9.140057513241121,10.37745086472847,15.150686057676904
49,9.288477244494448,10.380391733702584,15.411832225455504
50,9.510082920101784,10.406210835124426,15.654040770720623
51,9.678668996120075,10.409963247588184,15.873712921050577
52,9.78042640916009,10.410881677076823,16.018254655321346
53,9.909195579194664,10.411800106565462,16.35866544904961
54,10.070463729296382,10.412718536054099,16.46992968435913
55,10.163423830314748,10.413636965542738,16.680534703792887
56,10.261287508746147,10.414555395031375,17.01564481667399
57,10.307099807923757,10.421968954084264,17.226849779548566
58,10.352557049437001,10.43664982286648,17.442274146954638
59,10.52758178722668,10.444063381919367,17.681570908973402
60,10.576673658842044,10.444981811408006,17.82938101648697
61,10.631994757301747,10.447922680382122,18.034114506883096
62,10.67319328094431,10.45533623943501,18.292281171744428
63,10.853734087191189,10.456254668923648,18.473263226811998
64,11.021609955148447,10.458940305990168,18.732969866856283
65,11.023632394633925,10.461625943056688,18.939629839588992
66,11.025654834119404,10.462544372545327,19.116224001715697
67,11.201693073352647,10.463462802033964,19.361021426070003
68,11.203715512838125,10.473232697716153,19.593278711997932
69,11.388295064979019,10.476173566690267,19.79049867990458
70,11.532042139264467,10.477091996178906,20.066833140191555
71,11.644667825002852,10.480032865153023,20.33473260405208
72,11.677264617512364,10.492555788029524,20.632821204608906
73,11.692094647380445,10.495496657003638,20.722737494505985
74,11.760864659983804,10.500204733555638,20.870523572606864
75,11.887740540175727,10.503145602529752,21.24134471263256
76,11.93123721301264,10.507853679081752,21.45661316196413
77,12.056172839811063,10.51256175563375,21.665790698286717
78,12.117430399440712,10.525418189107118,21.813822620824926
79,12.35839611665536,10.530126265659117,22.057171546312716
80,12.454891281621899,10.542458421120665,22.323643893136058
81,12.527279052790758,10.560132061513645,22.577726326272675
82,12.597971448292194,10.571788218688194,22.797216582172087
83,12.741002224749206,10.580610392887625,23.02099936434235
84,12.927969130338187,10.581528822376264,23.25791108526464
85,12.949175748112756,10.584214459442784,23.4640309703761
86,13.138030328306963,10.585132888931422,23.807345405688416
87,13.223743907173093,10.58515429519851,24.12029114158323
88,13.252214808958517,10.59131223859851,24.423356022294673
89,13.262360081787946,10.5913336448656,24.680496848720505
90,13.304552417258652,10.59135505113269,24.811631182032663
91,13.390741760921816,10.591376457399779,25.056773875185215
92,13.529597799001394,10.591397863666867,25.26623105617326
93,13.531620238486871,10.591419269933956,25.392889923809143
94,13.649659816987924,10.591440676201046,25.600799772674286
95,13.665444695766979,10.591462082468135,25.794940188721093
96,13.720212489000925,10.591483488735225,26.123215499475485
97,13.796136985081603,10.594338877977433,26.200344906652493
98,13.95871349867365,10.594360284244523,26.364923730198463
99,14.195770941343406,10.614089884807793,26.498387652438403
100,14.197793380828884,10.62227026769327,26.68239146598926
101,14.280318985756827,10.624314113445838,26.70880132466857
