Time(Iteration),EpsilonGreedyLinearBandit
0,0.8673581950201491
1,1.5954788669492277
2,1.9451116818170262
3,2.5046833382848526
4,3.0230632635069363
5,3.4793944958101988
6,3.9285735439215417
7,4.26400097836696
8,4.4938973659298345
9,4.64789533578452
10,5.224607042812289
11,5.3824934434896985
12,5.9785430409512195
13,6.634341168145586
14,6.954572183091166
15,7.366015138635833
16,7.52540041155422
17,8.08793452227997
18,8.239632449607587
19,8.74870050567289
20,9.219387809432378
21,9.633508154697049
22,9.993529006888858
23,10.236282594980747
24,10.597471822233697
25,10.671615936026111
26,10.683849686296123
27,11.476965930247209
28,11.631801241326064
29,11.980323168770868
30,12.194782381830853
31,12.473087535113596
32,12.90851319828366
33,13.509867996730083
34,13.846880593536252
35,14.188840300018754
36,14.297390202556596
37,14.63651767059132
38,15.11089602937382
39,15.520655699369232
40,15.794609540997687
41,15.794936788241506
42,16.027364728789543
43,16.557130822084325
44,16.72090719971022
45,17.03032979213667
46,17.526979902876185
47,17.683211090237
48,18.030281342317842
49,18.488872337872916
50,18.983511321143204
51,19.04981516556378
52,19.173826718263086
53,19.17557964431226
54,19.43891145677258
55,19.608406728168514
56,19.818786681675185
57,19.82053960772436
58,20.211525719110096
59,20.59182621111949
60,20.646875349343755
61,21.112003794769972
62,21.452697536997896
63,21.546569787767528
64,21.89723326923175
65,22.138317507963542
66,22.46610662565144
67,22.776870867750656
68,23.055248384804546
69,23.131018828207313
70,23.433351444570256
71,23.904132311419662
72,23.905885237468837
73,24.17490342949304
74,24.373428881683807
75,24.78243362687678
76,25.041868228713817
77,25.165888073505155
78,25.298768011369614
79,25.30052093741879
80,25.585358673012763
81,25.73735934723765
82,25.927601322156754
83,26.59158809628777
84,26.874961328936898
85,26.876714254986076
86,26.87846718103525
87,27.16888011129395
88,27.599624139972043
89,27.811056336142492
90,28.012337540090794
91,28.378283822322384
92,28.38003674837156
93,28.668277899727435
94,28.837959929958295
95,28.85768123977178
96,29.10543947494397
97,29.18945269631298
98,29.32023956084119
99,29.625948334146294
100,29.786077552223464
101,29.78783047827264
102,30.095696801653315
103,30.25192135530665
104,30.85276271864875
105,31.779066438787698
106,31.98630060748664
107,32.111115068898194
108,32.34700170447436
109,32.43215338775352
110,32.54794358584785
111,32.669658144064
112,32.944789756331524
113,33.01809639981054
114,33.346656264668056
115,33.64543686662895
116,33.789061287180516
117,33.78938853442433
118,34.16999582471358
119,34.40699423955653
120,34.43639394174075
121,34.64680703500622
122,34.83798475378124
123,35.00407389477602
124,35.15539222016492
125,35.15571946740874
126,35.30534320904731
127,35.340401996937985
128,35.34072924418181
129,35.69754116933712
130,35.8930570091442
131,36.04338850011112
132,36.102183657435624
133,36.488788324342956
134,36.676149395165496
135,37.165419080314905
136,37.16574632755872
137,37.80153640120627
138,38.063147681189065
139,38.06347492843288
140,38.06614277745598
141,38.139449420934994
142,38.24454694904623
143,38.34609475497372
144,38.41705417376186
145,38.85607638826177
146,39.051846741127875
147,39.20931552328396
148,39.509952592264554
149,39.72698257537184
150,39.72730982261566
151,39.780933282034574
152,39.86137146152343
153,40.08569291036567
154,40.506614767339975
155,40.763819491729855
156,40.84897117500902
157,41.09247553154288
158,41.0928027787867
159,41.22957541054834
160,41.3526834037472
161,41.520767838912214
162,41.743490133157586
163,42.14987909552945
164,42.478678541603344
165,42.67292854090024
166,42.67325578814406
167,42.67358303538788
168,43.153492075073544
169,43.30349039057782
170,43.455619304920894
171,43.90414544302542
172,44.020480587844716
173,44.15143297143204
174,44.308344659550364
175,44.41519563282766
176,44.526213352087616
177,44.81869178530643
178,45.26037325566641
179,45.26070050291023
180,45.26102775015405
181,45.6308724338146
182,46.11446872592189
183,46.48228880797714
184,46.660623643792036
185,47.08646516857369
186,47.202800313392984
187,47.38155803310323
188,47.51107971932424
189,47.861473097914335
190,48.04161260266622
191,48.05242067413088
192,48.052747921374696
193,48.53727196964915
194,48.537599216892964
195,48.65694136219391
196,48.85245720200099
197,49.33228859467364
198,49.36168829685786
199,49.36201554410168
200,49.73272565725388
201,49.733052904497704
202,49.92147718963979
203,50.260710544147265
204,50.26103779139108
205,50.363102341942614
206,50.607383938546704
207,50.6120557686464
208,50.857110714603856
209,51.15901168740099
210,51.25997396471466
211,51.6452539585859
212,51.645581205829714
213,51.680734760033246
214,52.19564845217606
215,52.34079950096342
216,52.61202432980472
217,52.71414828589072
218,52.83341825791602
219,52.9425295716376
220,53.127954643801345
221,53.33374946839392
222,53.33407671563774
223,53.60599436495808
224,53.60971810054777
225,53.61004534779158
226,53.61529429267263
227,53.72480162588018
228,54.03048467873231
229,54.34707940545134
230,54.44429516314585
231,54.75844062963197
232,54.98144336210513
233,55.35662010484689
234,55.475970133175146
235,55.47629738041896
236,55.67598723436963
237,55.82908005338322
238,56.10011501368881
239,56.10044226093263
240,56.39326222124811
241,56.59186880959461
242,56.69714325277905
243,56.91598044032171
244,57.06830020522409
245,57.29828222644642
246,57.40328081286623
247,57.66136084275318
248,57.69390109095102
249,57.69422833819484
250,57.77039661546287
251,58.053063303249644
252,58.346085234803844
253,58.503554016959924
254,58.63307570318094
255,58.634828629230114
256,58.91621803383178
257,58.91654528107561
258,59.00876553685862
259,59.255024103550625
260,59.540595670132326
261,59.71144396331069
262,59.96078485248539
263,60.20757984335696
264,60.207907090600784
265,60.30557632765298
266,60.305903574896796
267,60.36634933003753
268,60.36667657728135
269,60.65253254125285
270,60.88429460537198
271,61.136543148169594
272,61.313569624719456
273,61.33882855373929
274,61.35911647488732
275,61.446245619234254
276,61.459593011865515
277,61.8295370556837
278,61.94718747947081
279,62.01452842330009
280,62.01485567054391
281,62.44548055809848
282,62.51643997688662
283,62.56806316081637
284,62.71026416116128
285,62.933934818533565
286,63.242794118627444
287,63.35912926344673
288,63.35945651069055
289,63.36614453085309
290,63.36647177809691
291,63.38476740910504
292,63.627223719070265
293,63.70523159136263
294,63.70555883860645
295,63.921571812662634
296,63.92189905990646
297,63.922226307150275
298,64.20654426950409
299,64.3528237503007
300,64.35315099754452
301,64.3789681900598
302,64.37929543730361
303,64.71237428325439
304,64.8845368516138
305,64.88486409885762
306,64.88519134610144
307,65.15069990770638
308,65.38416127276548
309,65.66654017977233
310,65.93791733984574
311,66.01932912483876
312,66.0906015806327
313,66.21720859688799
314,66.37561692068138
315,66.46089916364778
316,66.55040979951875
317,66.60290580078421
318,66.76745283694302
319,67.05888512572768
320,67.0592123729715
321,67.213095225938
322,67.26671868535692
323,67.26704593260074
324,67.44567098908973
325,67.44599823633357
326,67.48148029043419
327,67.7072043515279
328,67.96218640290644
329,68.13847138995547
330,68.14372033483652
331,68.14404758208033
332,68.35325276840929
333,68.35358001565311
334,68.35390726289693
335,68.35423451014074
336,68.48599997718834
337,68.48632722443216
338,68.49713529589681
339,68.9554329468601
340,69.07005050511991
341,69.09538699626133
342,69.25812518898996
343,69.32004216579354
344,69.42216612187954
345,69.42249336912337
346,69.42282061636719
347,69.5557667529429
348,69.83273980478455
349,70.00534298182114
350,70.18866587686878
351,70.58790856211708
352,70.64040456338256
353,70.65375195601382
354,70.65407920325764
355,70.65440645050145
356,70.7174191511144
357,70.87365033847522
358,70.87397758571903
359,70.94691696676617
360,70.94724421401
361,70.94757146125382
362,71.16029488093177
363,71.50354590265549
364,71.62613177654944
365,71.77577791124595
366,71.89424210789387
367,71.97682965045752
368,72.10791024109129
369,72.41853604920794
370,72.6968910532278
371,72.75720240198834
372,72.9251909117045
373,72.95685321124931
374,72.95718045849313
375,72.96185228859284
376,73.10852614580891
377,73.10885339305273
378,73.1914353444706
379,73.26944321676298
380,73.75005582447913
381,73.88651985821716
382,74.03783818360606
383,74.18146260415763
384,74.18178985140145
385,74.18211709864526
386,74.18244434588908
387,74.18277159313291
388,74.18309884037673
389,74.32979580206379
390,74.41092745642683
391,74.72485201888799
392,74.72857575447767
393,74.92514016538107
394,75.03219400079647
395,75.18392697256485
396,75.26193050307582
397,75.26225775031963
398,75.38724680068273
399,75.39393482084527
400,75.49006410939597
401,75.70226683980249
402,75.82485271369646
403,75.82517996094028
404,75.82550720818409
405,75.96725290039112
406,75.97878240744218
407,76.23667739141503
408,76.69523532676627
409,76.94893239177044
410,76.94925963901426
411,77.12885707494688
412,77.27732905320829
413,77.27765630045211
414,77.49305640930375
415,77.67669735703396
416,77.73549251435847
417,77.91615603668468
418,78.00167776805561
419,78.18650742887691
420,78.38792368942931
421,78.38825093667313
422,78.45186417360671
423,78.46231891476539
424,78.61463867966776
425,78.84595707473098
426,78.84628432197479
427,79.02975643642344
428,79.20020467562429
429,79.34362394318555
430,79.4039352919461
431,79.66498856403172
432,79.79184289334091
433,79.84918781754993
434,79.85587583771247
435,79.8911496163705
436,80.16535221240282
437,80.16567945964664
438,80.16600670689046
439,80.33685500006882
440,80.45321402836177
441,80.69015118826708
442,80.76435861659537
443,80.92832974887507
444,80.97227434922354
445,81.11426461805516
446,81.19227249034752
447,81.28486195261596
448,81.4320452632335
449,81.60226162419005
450,81.65633395900011
451,81.65666120624392
452,81.81253024989617
453,81.8308258809043
454,81.97051642347732
455,81.97084367072114
456,82.13185441430396
457,82.48840133091468
458,82.51281111787009
459,82.6100270562612
460,82.85489286679316
461,82.855220114037
462,83.02123285748665
463,83.02156010473047
464,83.17387986963286
465,83.17420711687667
466,83.30356830259953
467,83.30389554984335
468,83.49894404625748
469,83.54821374810284
470,83.54854099534666
471,83.70054166957155
472,83.70086891681537
473,83.84261460902239
474,84.1553278166122
475,84.36425036954405
476,84.54692984691238
477,84.72392046728018
478,84.724247714524
479,84.72457496176781
480,84.8816918428582
481,84.88201909010202
482,84.89866652459779
483,85.04866484010206
484,85.28033391307925
485,85.38706883565285
486,85.38739608289669
487,85.60698964437856
488,85.77092646472516
489,85.80854643325395
490,85.97124490806263
491,86.10470391644964
492,86.18087219371766
493,86.18119944096148
494,86.19288851194905
495,86.37556798931737
496,86.45649494109865
497,86.45682218834247
498,86.62925563588666
499,86.7871584492379
500,86.9593210175973
501,87.11266598612511
502,87.16193568797048
503,87.1622629352143
504,87.16259018245812
505,87.29026564673917
506,87.44896918601098
507,87.4492964332548
508,87.66969742126307
509,87.75228496382672
510,87.89570423138798
511,87.8960314786318
512,87.89635872587561
513,87.89668597311945
514,88.03172876774885
515,88.22851164881521
516,88.22883889605903
517,88.40885643004766
518,88.52596930127842
519,88.75254584285425
520,88.75287309009806
521,89.00065263383365
522,89.21271046009136
523,89.40213425796114
524,89.55445402286351
525,89.67703989675746
526,89.91273113644695
527,89.99683232357047
528,90.03907839132971
529,90.18872452602622
530,90.43242057814487
531,90.43274782538869
532,90.66619051429868
533,90.82843071738264
534,90.82875796462646
535,91.06660362218233
536,91.33838869607271
537,91.45550156730346
538,91.60629437453635
539,91.75532451946904
540,91.75565176671287
541,91.93650052979305
542,92.11397753023495
543,92.14489249459572
544,92.29778161653763
545,92.29810886378145
546,92.29843611102527
547,92.2987633582691
548,92.45714579015552
549,92.81421359174657
550,92.87392130914427
551,92.8742485563881
552,92.94898087867246
553,92.94930812591628
554,93.14163525361202
555,93.14196250085584
556,93.4559965608864
557,93.74841991625803
558,93.74874716350186
559,93.93922920903717
560,94.10727826296701
561,94.34557910909646
562,94.34590635634028
563,94.35925374897154
564,94.57351034106742
565,94.64681698454643
566,94.71169515016165
567,94.79317572202596
568,94.92643385023128
569,95.04901972412523
570,95.19076541633225
571,95.27714587951097
572,95.27747312675478
573,95.2778003739986
574,95.31632209600193
575,95.65460640977001
576,95.73703945538506
577,95.9190802507066
578,96.10272119843681
579,96.10304844568063
580,96.33678356155438
581,96.49780407940878
582,96.66392949852748
583,96.75580482220255
584,96.77609274335057
585,96.91971716390215
586,97.01833590666267
587,97.01866315390649
588,97.12114100360904
589,97.12146825085287
590,97.12179549809669
591,97.1221227453405
592,97.12244999258432
593,97.17114208085181
594,97.22435648103826
595,97.22468372828207
596,97.49467980923468
597,97.50136782939722
598,97.61880262073176
599,97.61912986797557
600,97.7046515993465
601,97.70497884659032
602,98.02650041326328
603,98.0268276605071
604,98.33332127829877
605,98.49826529201117
606,98.56781157983131
607,98.72794079790847
608,98.7282680451523
609,98.85152855064163
610,98.9878153127768
611,99.16556233242946
612,99.68513742592583
613,99.68546467316965
614,99.85162638579864
615,99.9611337190062
616,99.96146096625002
617,100.3858641717352
618,100.61145268226255
619,100.79230144534274
620,100.94061706891425
621,101.03306364087852
622,101.09160024071468
623,101.14322321416371
624,101.27813519980461
625,101.59879851487436
626,101.70948343544009
627,101.72777906644822
628,101.89928096979885
629,101.99649690818998
630,101.9968241554338
631,102.19573648358674
