Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta
0,0.980214151620442,0.9875419650938767,16.40643733696799
1,0.9660133742559573,0.9855367542722065,14.659052549253463
2,0.9630122081400462,0.9631731380003649,15.431041051169354
3,0.9599709935472408,0.957264474060306,15.172755407014872
4,0.9495502163102681,0.9341149815543901,15.268244112014134
5,0.9337766373078896,0.9218207477691382,14.068857249640326
6,0.9283058940469356,0.8943278830791399,13.946573226696993
7,0.9143160287838734,0.8874707079496312,13.820155265537016
8,0.8939368166522474,0.8783542234162309,12.863422974893638
9,0.8859514290375163,0.866611359288991,11.553490731209395
10,0.8526667186548595,0.8502749301455245,12.38445925367598
11,0.8446034517366326,0.8514620515617031,12.635904580808386
12,0.8438383733237658,0.8561490971108817,11.402554990907806
13,0.8407090767814408,0.8445024407590885,9.623807981587344
14,0.8314484172571432,0.8087281577732878,10.414537564236422
15,0.8194442676528153,0.7933053241759637,9.090889135772205
16,0.8299139620767246,0.7954529839869706,7.882182136736128
17,0.8137405366313277,0.7879682543766137,7.741685507604845
18,0.8104561984568915,0.7772803812128626,8.08927562311403
19,0.803141468171536,0.7826185344589769,7.1438665168499496
20,0.7996518354570656,0.791724165278622,5.479776842144242
21,0.8028047243379955,0.7818835554664316,4.64794979363638
22,0.8065963980501609,0.7698941482569661,5.257083954234757
23,0.7988884109550585,0.768668387569629,2.892958377797066
24,0.7981125687262292,0.7603570683401872,2.5426656876812896
25,0.7949142045824412,0.7529800188505898,1.9985745986102839
26,0.7907165096706541,0.7435393659198976,2.3485129336721062
27,0.7987561510762309,0.7334626670162736,1.4718929762327453
28,0.7985630582841288,0.7106986313655064,1.509165643018959
29,0.7988755695443983,0.715064696505009,1.6793860793063113
30,0.7945094676324236,0.710823033388267,1.6040235914416716
31,0.7915687115388412,0.6817691349790221,1.423780238666192
32,0.7888480735657568,0.635105025862192,1.431063796758337
33,0.7909363027158313,0.6195842374033287,1.2128107197151174
34,0.7851934700941555,0.6000935232272144,1.2702052832440205
35,0.7799470764050133,0.5926153026490469,1.1069754683539799
36,0.7778410010558289,0.5787774296404135,1.2042647589324693
37,0.7636188872765711,0.5678872424608644,1.228026888087297
38,0.7602933979219899,0.5678439641270481,1.0679772170652289
